i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.08,,,,,,,,,,,,,,,,,,,
2,4.81,5.32,,,,,,,,,,,,,,,,,,
3,4.54,5.05,5.84,,,,,,,,,,,,,,,,,
4,4.27,4.78,5.57,6.34,,,,,,,,,,,,,,,,
5,4.00,4.51,5.30,6.07,6.83,,,,,,,,,,,,,,,
6,3.72,4.24,5.02,5.80,6.56,7.31,,,,,,,,,,,,,,
7,3.45,3.97,4.75,5.52,6.29,7.04,7.79,,,,,,,,,,,,,
8,3.18,3.69,4.48,5.25,6.01,6.77,7.52,8.26,,,,,,,,,,,,
9,2.91,3.42,4.21,4.98,5.74,6.50,7.25,7.99,8.74,,,,,,,,,,,
10,2.64,3.15,3.94,4.71,5.47,6.22,6.97,7.72,8.46,9.21,,,,,,,,,,
11,2.36,2.88,3.67,4.44,5.20,5.95,6.70,7.45,8.19,8.93,9.67,,,,,,,,,
12,2.09,2.61,3.39,4.16,4.93,5.68,6.43,7.18,7.92,8.66,9.40,10.14,,,,,,,,
13,1.82,2.33,3.12,3.89,4.65,5.41,6.16,6.91,7.65,8.39,9.13,9.87,10.60,,,,,,,
14,1.55,2.06,2.85,3.62,4.38,5.14,5.89,6.63,7.38,8.12,8.86,9.59,10.33,11.06,,,,,,
15,1.28,1.79,2.58,3.35,4.11,4.87,5.62,6.36,7.11,7.85,8.58,9.32,10.06,10.79,11.52,,,,,
16,1.01,1.52,2.31,3.08,3.84,4.59,5.34,6.09,6.83,7.57,8.31,9.05,9.79,10.52,11.25,11.98,,,,
17,0.73,1.25,2.03,2.81,3.57,4.32,5.07,5.82,6.56,7.30,8.04,8.78,9.51,10.25,10.98,11.71,12.44,,,
18,0.46,0.98,1.76,2.53,3.30,4.05,4.80,5.55,6.29,7.03,7.77,8.51,9.24,9.97,10.71,11.44,12.17,12.90,,
19,0.19,0.70,1.49,2.25,3.01,3.77,4.51,5.26,6.00,6.74,7.48,8.21,8.95,9.68,10.41,11.14,11.87,12.60,13.33,
20,0.00,0.39,1.09,1.79,2.49,3.19,3.89,4.59,5.29,5.99,6.69,7.39,8.09,8.79,9.49,10.19,10.89,11.59,12.29,12.99
