i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.89,,,,,,,,,,,,,,,,,,,
2,4.63,5.32,,,,,,,,,,,,,,,,,,
3,4.37,5.06,5.83,,,,,,,,,,,,,,,,,
4,4.11,4.80,5.58,6.34,,,,,,,,,,,,,,,,
5,3.85,4.54,5.32,6.08,6.84,,,,,,,,,,,,,,,
6,3.59,4.28,5.06,5.82,6.58,7.33,,,,,,,,,,,,,,
7,3.34,4.02,4.80,5.56,6.32,7.07,7.82,,,,,,,,,,,,,
8,3.08,3.76,4.54,5.30,6.06,6.81,7.56,8.30,,,,,,,,,,,,
9,2.82,3.50,4.28,5.05,5.80,6.55,7.30,8.04,8.78,,,,,,,,,,,
10,2.56,3.25,4.02,4.79,5.54,6.29,7.04,7.78,8.52,9.26,,,,,,,,,,
11,2.30,2.99,3.76,4.53,5.28,6.04,6.78,7.52,8.27,9.00,9.74,,,,,,,,,
12,2.04,2.73,3.51,4.27,5.03,5.78,6.52,7.27,8.01,8.74,9.48,10.22,,,,,,,,
13,1.78,2.47,3.25,4.01,4.77,5.52,6.26,7.01,7.75,8.49,9.22,9.96,10.69,,,,,,,
14,1.53,2.21,2.99,3.75,4.51,5.26,6.01,6.75,7.49,8.23,8.96,9.70,10.43,11.16,,,,,,
15,1.27,1.95,2.73,3.49,4.25,5.00,5.75,6.49,7.23,7.97,8.70,9.44,10.17,10.90,11.64,,,,,
16,1.01,1.69,2.47,3.23,3.99,4.74,5.49,6.23,6.97,7.71,8.45,9.18,9.91,10.65,11.38,12.11,,,,
17,0.75,1.43,2.21,2.98,3.73,4.48,5.23,5.97,6.71,7.45,8.19,8.92,9.66,10.39,11.12,11.85,12.58,,,
18,0.49,1.18,1.95,2.72,3.47,4.22,4.97,5.71,6.45,7.19,7.93,8.66,9.40,10.13,10.86,11.59,12.32,13.04,,
19,0.23,0.91,1.69,2.45,3.20,3.95,4.70,5.44,6.18,6.91,7.65,8.38,9.12,9.85,10.58,11.30,12.03,12.76,13.49,
20,0.00,0.58,1.28,1.98,2.68,3.38,4.08,4.78,5.48,6.18,6.88,7.58,8.28,8.98,9.68,10.38,11.08,11.78,12.48,13.18
