i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.59,,,,,,,,,,,,,,,,,,
2,0.59,1.74,,,,,,,,,,,,,,,,,
3,0.59,1.74,2.84,,,,,,,,,,,,,,,,
4,0.59,1.74,2.84,3.92,,,,,,,,,,,,,,,
5,0.59,1.74,2.84,3.92,4.99,,,,,,,,,,,,,,
6,0.59,1.74,2.84,3.92,4.99,6.05,,,,,,,,,,,,,
7,0.59,1.74,2.84,3.92,4.99,6.05,7.11,,,,,,,,,,,,
8,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,,,,,,,,,,,
9,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,9.21,,,,,,,,,,
10,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,9.21,10.25,,,,,,,,,
11,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,9.21,10.25,11.31,,,,,,,,
12,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,9.21,10.25,11.31,13.04,,,,,,,
13,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,9.21,10.25,11.31,13.04,14.52,,,,,,
14,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,9.21,10.25,11.31,12.88,14.52,15.79,,,,,
15,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,9.21,10.25,11.31,12.88,14.52,15.79,17.01,,,,
16,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,9.21,10.25,11.31,12.88,14.52,15.79,17.01,17.71,,,
17,0.59,1.74,2.84,3.92,4.99,6.05,7.11,8.16,9.21,10.25,11.31,12.54,14.52,15.79,17.01,17.71,18.70,,
18,0.59,1.74,2.84,3.92,4.99,6.05,7.10,8.16,9.20,10.25,11.29,12.54,14.52,15.79,17.01,17.71,18.70,19.99,
19,0.55,1.69,2.78,3.85,4.91,5.97,7.02,8.07,9.11,10.15,11.19,12.24,14.33,15.79,17.01,17.71,18.70,19.99,20.98
