i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.94,,,,,,,,,,,,,,,,,,,
2,8.47,9.49,,,,,,,,,,,,,,,,,,
3,8.00,9.02,9.87,,,,,,,,,,,,,,,,,
4,7.53,8.55,9.40,10.22,,,,,,,,,,,,,,,,
5,7.06,8.08,8.93,9.75,10.55,,,,,,,,,,,,,,,
6,6.59,7.61,8.46,9.28,10.08,10.88,,,,,,,,,,,,,,
7,6.12,7.14,7.99,8.81,9.61,10.41,11.20,,,,,,,,,,,,,
8,5.65,6.67,7.52,8.34,9.14,9.94,10.73,11.51,,,,,,,,,,,,
9,5.18,6.20,7.05,7.87,8.67,9.47,10.26,11.04,11.81,,,,,,,,,,,
10,4.71,5.73,6.58,7.40,8.20,9.00,9.79,10.57,11.34,12.11,,,,,,,,,,
11,4.24,5.27,6.11,6.93,7.73,8.53,9.32,10.10,10.87,11.64,12.41,,,,,,,,,
12,3.77,4.80,5.64,6.46,7.26,8.06,8.85,9.63,10.40,11.17,11.94,12.71,,,,,,,,
13,3.30,4.33,5.17,5.99,6.79,7.59,8.38,9.16,9.93,10.70,11.47,12.24,13.00,,,,,,,
14,2.83,3.86,4.70,5.52,6.32,7.12,7.91,8.69,9.46,10.23,11.00,11.77,12.53,13.29,,,,,,
15,2.36,3.39,4.23,5.05,5.85,6.65,7.44,8.22,8.99,9.76,10.53,11.30,12.06,12.82,13.57,,,,,
16,1.89,2.92,3.76,4.58,5.38,6.18,6.97,7.75,8.52,9.29,10.06,10.83,11.59,12.35,13.10,13.86,,,,
17,1.42,2.45,3.29,4.11,4.91,5.71,6.50,7.28,8.05,8.82,9.59,10.36,11.12,11.88,12.63,13.39,14.14,,,
18,0.95,1.98,2.82,3.64,4.44,5.24,6.02,6.80,7.58,8.35,9.12,9.88,10.64,11.40,12.16,12.91,13.67,14.42,,
19,0.48,1.50,2.33,3.15,3.94,4.73,5.52,6.29,7.06,7.83,8.59,9.36,10.11,10.87,11.62,12.38,13.13,13.88,14.63,
20,0.00,0.85,1.55,2.25,2.95,3.65,4.35,5.05,5.75,6.45,7.15,7.85,8.55,9.25,9.95,10.65,11.35,12.05,12.75,13.45
