i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.88,,,,,,,,,,,,,,,,,,,
2,9.37,10.73,,,,,,,,,,,,,,,,,,
3,8.86,10.22,11.07,,,,,,,,,,,,,,,,,
4,8.35,9.70,10.55,11.38,,,,,,,,,,,,,,,,
5,7.83,9.19,10.04,10.87,11.68,,,,,,,,,,,,,,,
6,7.32,8.68,9.53,10.35,11.16,11.97,,,,,,,,,,,,,,
7,6.81,8.17,9.01,9.84,10.65,11.45,12.25,,,,,,,,,,,,,
8,6.30,7.65,8.50,9.33,10.14,10.94,11.73,12.52,,,,,,,,,,,,
9,5.78,7.14,7.99,8.81,9.63,10.43,11.22,12.01,12.79,,,,,,,,,,,
10,5.27,6.63,7.48,8.30,9.11,9.91,10.71,11.50,12.28,13.05,,,,,,,,,,
11,4.76,6.11,6.96,7.79,8.60,9.40,10.20,10.98,11.76,12.54,13.32,,,,,,,,,
12,4.24,5.60,6.45,7.28,8.09,8.89,9.68,10.47,11.25,12.03,12.80,13.57,,,,,,,,
13,3.73,5.09,5.94,6.76,7.57,8.38,9.17,9.96,10.74,11.52,12.29,13.06,13.83,,,,,,,
14,3.22,4.58,5.42,6.25,7.06,7.86,8.66,9.44,10.23,11.00,11.78,12.55,13.32,14.08,,,,,,
15,2.71,4.06,4.91,5.74,6.55,7.35,8.14,8.93,9.71,10.49,11.26,12.03,12.80,13.57,14.33,,,,,
16,2.19,3.55,4.40,5.22,6.04,6.84,7.63,8.42,9.20,9.98,10.75,11.52,12.29,13.05,13.82,14.58,,,,
17,1.68,3.04,3.89,4.71,5.52,6.32,7.12,7.91,8.69,9.46,10.24,11.01,11.78,12.54,13.30,14.06,14.82,,,
18,1.17,2.52,3.37,4.20,5.01,5.81,6.60,7.39,8.17,8.95,9.72,10.49,11.26,12.02,12.79,13.55,14.30,15.06,,
19,0.67,2.01,2.84,3.65,4.46,5.25,6.04,6.82,7.60,8.37,9.14,9.91,10.67,11.43,12.19,12.95,13.71,14.46,15.21,
20,0.00,1.17,1.87,2.57,3.27,3.97,4.67,5.37,6.07,6.77,7.47,8.17,8.87,9.57,10.27,10.97,11.67,12.37,13.07,13.77
