i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.80,,,,,,,,,,,,,,,,,,,
2,3.60,4.23,,,,,,,,,,,,,,,,,,
3,3.40,4.03,4.79,,,,,,,,,,,,,,,,,
4,3.20,3.83,4.59,5.34,,,,,,,,,,,,,,,,
5,3.00,3.63,4.39,5.14,5.88,,,,,,,,,,,,,,,
6,2.80,3.43,4.18,4.93,5.68,6.42,,,,,,,,,,,,,,
7,2.60,3.22,3.98,4.73,5.48,6.22,6.95,,,,,,,,,,,,,
8,2.39,3.02,3.78,4.53,5.28,6.02,6.75,7.49,,,,,,,,,,,,
9,2.19,2.82,3.58,4.33,5.08,5.81,6.55,7.28,8.02,,,,,,,,,,,
10,1.99,2.62,3.38,4.13,4.87,5.61,6.35,7.08,7.82,8.54,,,,,,,,,,
11,1.79,2.42,3.18,3.93,4.67,5.41,6.15,6.88,7.61,8.34,9.07,,,,,,,,,
12,1.59,2.22,2.98,3.73,4.47,5.21,5.95,6.68,7.41,8.14,8.87,9.60,,,,,,,,
13,1.39,2.02,2.78,3.53,4.27,5.01,5.75,6.48,7.21,7.94,8.67,9.40,10.13,,,,,,,
14,1.19,1.82,2.58,3.33,4.07,4.81,5.55,6.28,7.01,7.74,8.47,9.20,9.93,10.67,,,,,,
15,0.99,1.62,2.38,3.13,3.87,4.61,5.35,6.08,6.81,7.54,8.27,9.00,9.72,10.47,11.20,,,,,
16,0.79,1.42,2.18,2.93,3.67,4.41,5.14,5.88,6.61,7.34,8.07,8.79,9.52,10.27,11.00,11.32,,,,
17,0.59,1.21,1.97,2.72,3.47,4.21,4.94,5.68,6.41,7.14,7.87,8.59,9.32,10.07,10.81,11.22,11.12,,,
18,0.38,1.01,1.77,2.52,3.27,4.01,4.74,5.48,6.21,6.94,7.67,8.39,9.12,9.87,10.61,11.13,11.23,-17.53,,
19,0.18,0.81,1.57,2.32,3.06,3.80,4.53,5.26,5.99,6.72,7.45,8.18,8.90,9.63,10.40,11.06,11.72,-0.22,-189.74,
20,0.00,0.55,1.25,1.95,2.65,3.35,4.05,4.75,5.45,6.15,6.85,7.55,8.25,8.95,9.65,10.35,11.05,11.75,12.45,13.15
