i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.83,,,,,,,,,,,,,,,,,,,
2,8.37,9.40,,,,,,,,,,,,,,,,,,
3,7.90,8.94,9.78,,,,,,,,,,,,,,,,,
4,7.44,8.48,9.32,10.13,,,,,,,,,,,,,,,,
5,6.98,8.01,8.85,9.67,10.47,,,,,,,,,,,,,,,
6,6.51,7.55,8.39,9.21,10.01,10.80,,,,,,,,,,,,,,
7,6.05,7.08,7.92,8.74,9.54,10.34,11.12,,,,,,,,,,,,,
8,5.58,6.62,7.46,8.28,9.08,9.87,10.66,11.44,,,,,,,,,,,,
9,5.12,6.16,7.00,7.81,8.62,9.41,10.19,10.97,11.75,,,,,,,,,,,
10,4.66,5.69,6.53,7.35,8.15,8.95,9.73,10.51,11.28,12.05,,,,,,,,,,
11,4.19,5.23,6.07,6.89,7.69,8.48,9.27,10.05,10.82,11.59,12.36,,,,,,,,,
12,3.73,4.76,5.60,6.42,7.22,8.02,8.80,9.58,10.36,11.13,11.89,12.66,,,,,,,,
13,3.26,4.30,5.14,5.96,6.76,7.55,8.34,9.12,9.89,10.66,11.43,12.19,12.95,,,,,,,
14,2.80,3.84,4.68,5.49,6.30,7.09,7.87,8.65,9.43,10.20,10.96,11.73,12.49,13.25,,,,,,
15,2.34,3.37,4.21,5.03,5.83,6.63,7.41,8.19,8.96,9.73,10.50,11.26,12.02,12.78,13.54,,,,,
16,1.87,2.91,3.75,4.57,5.37,6.16,6.95,7.73,8.50,9.27,10.04,10.80,11.56,12.32,13.07,13.83,,,,
17,1.41,2.44,3.28,4.10,4.90,5.70,6.48,7.26,8.04,8.80,9.57,10.33,11.10,11.85,12.61,13.36,14.12,,,
18,0.94,1.98,2.82,3.63,4.44,5.23,6.02,6.79,7.57,8.34,9.10,9.87,10.63,11.39,12.14,12.90,13.65,14.40,,
19,0.48,1.51,2.34,3.15,3.95,4.73,5.51,6.29,7.06,7.82,8.59,9.35,10.10,10.86,11.61,12.37,13.12,13.86,14.61,
20,0.00,0.86,1.56,2.26,2.96,3.66,4.36,5.06,5.76,6.46,7.16,7.86,8.56,9.26,9.96,10.66,11.36,12.06,12.76,13.46
