i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.21,,,,,,,,,,,,,,,,,,
2,1.21,2.32,,,,,,,,,,,,,,,,,
3,1.21,2.32,3.41,,,,,,,,,,,,,,,,
4,1.21,2.32,3.41,4.48,,,,,,,,,,,,,,,
5,1.21,2.32,3.41,4.48,5.54,,,,,,,,,,,,,,
6,1.21,2.32,3.41,4.48,5.54,6.59,,,,,,,,,,,,,
7,1.21,2.32,3.41,4.48,5.54,6.59,7.65,,,,,,,,,,,,
8,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,,,,,,,,,,,
9,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,9.74,,,,,,,,,,
10,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,9.74,10.76,,,,,,,,,
11,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,9.74,10.76,11.98,,,,,,,,
12,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,9.74,10.76,11.98,12.99,,,,,,,
13,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,9.74,10.76,11.98,12.99,14.40,,,,,,
14,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,9.74,10.76,11.97,12.99,14.40,15.86,,,,,
15,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,9.74,10.76,11.97,12.99,14.40,15.86,16.77,,,,
16,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,9.74,10.76,11.97,12.99,14.40,15.86,16.77,17.70,,,
17,1.21,2.32,3.41,4.48,5.54,6.59,7.65,8.69,9.74,10.77,11.95,12.99,14.40,15.86,16.77,17.70,18.70,,
18,1.21,2.32,3.40,4.47,5.54,6.59,7.64,8.69,9.73,10.77,11.91,12.99,14.40,15.86,16.77,17.70,18.70,19.81,
19,1.16,2.26,3.34,4.41,5.46,6.52,7.56,8.61,9.65,10.69,11.70,12.99,14.40,15.99,16.77,17.68,18.70,19.81,21.10
