i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.89,,,,,,,,,,,,,,,,,,
2,1.89,3.03,,,,,,,,,,,,,,,,,
3,1.89,3.03,4.27,,,,,,,,,,,,,,,,
4,1.89,3.03,4.27,5.50,,,,,,,,,,,,,,,
5,1.89,3.03,4.27,5.50,6.71,,,,,,,,,,,,,,
6,1.89,3.03,4.27,5.50,6.71,7.90,,,,,,,,,,,,,
7,1.89,3.03,4.27,5.50,6.71,7.90,9.07,,,,,,,,,,,,
8,1.89,3.03,4.27,5.50,6.71,7.90,9.07,10.24,,,,,,,,,,,
9,1.89,3.03,4.27,5.50,6.71,7.90,9.07,10.24,11.39,,,,,,,,,,
10,1.89,3.03,4.27,5.50,6.71,7.90,9.07,10.24,11.39,12.53,,,,,,,,,
11,1.89,3.03,4.27,5.50,6.71,7.90,9.07,10.24,11.39,12.53,13.67,,,,,,,,
12,1.89,3.03,4.27,5.50,6.71,7.90,9.07,10.24,11.39,12.53,13.67,14.80,,,,,,,
13,1.89,3.03,4.27,5.50,6.71,7.90,9.07,10.24,11.39,12.53,13.67,14.80,15.92,,,,,,
14,1.89,3.03,4.27,5.50,6.71,7.90,9.07,10.24,11.39,12.53,13.67,14.80,15.92,17.04,,,,,
15,1.89,3.03,4.27,5.50,6.71,7.90,9.07,10.24,11.39,12.53,13.67,14.80,15.92,17.04,18.15,,,,
16,1.89,3.03,4.27,5.50,6.71,7.90,9.07,10.24,11.39,12.53,13.67,14.80,15.92,17.04,18.15,19.26,,,
17,1.89,3.03,4.27,5.50,6.70,7.89,9.07,10.23,11.38,12.53,13.66,14.79,15.92,17.03,18.15,19.26,20.36,,
18,1.68,3.02,4.25,5.47,6.68,7.87,9.04,10.20,11.35,12.50,13.63,14.76,15.88,17.00,18.11,19.22,20.32,21.42,
19,1.33,2.57,3.79,4.98,6.16,7.32,8.47,9.60,10.73,11.86,12.97,14.08,15.19,16.29,17.39,18.48,19.57,20.66,21.74
