i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.86,,,,,,,,,,,,,,,,,,
2,0.86,2.06,,,,,,,,,,,,,,,,,
3,0.86,2.06,3.20,,,,,,,,,,,,,,,,
4,0.86,2.06,3.20,4.32,,,,,,,,,,,,,,,
5,0.86,2.06,3.20,4.32,5.41,,,,,,,,,,,,,,
6,0.86,2.06,3.20,4.32,5.41,6.50,,,,,,,,,,,,,
7,0.86,2.06,3.20,4.32,5.41,6.50,7.58,,,,,,,,,,,,
8,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,,,,,,,,,,,
9,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,9.72,,,,,,,,,,
10,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,9.72,10.79,,,,,,,,,
11,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,9.72,10.79,11.85,,,,,,,,
12,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,9.72,10.79,11.85,12.91,,,,,,,
13,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,9.72,10.79,11.85,12.91,13.96,,,,,,
14,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,9.72,10.79,11.85,12.91,13.96,15.02,,,,,
15,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,9.72,10.79,11.85,12.91,13.96,15.02,16.07,,,,
16,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,9.72,10.79,11.85,12.91,13.96,15.02,16.07,17.12,,,
17,0.86,2.06,3.20,4.32,5.41,6.50,7.58,8.65,9.72,10.79,11.85,12.91,13.96,15.01,16.07,17.12,18.17,,
18,0.85,2.06,3.20,4.31,5.41,6.49,7.57,8.65,9.72,10.78,11.84,12.90,13.95,15.01,16.06,17.11,18.16,19.20,
19,0.78,1.97,3.09,4.19,5.28,6.36,7.43,8.50,9.56,10.62,11.67,12.72,13.78,14.82,15.87,16.92,17.96,19.00,20.04
