i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.78,,,,,,,,,,,,,,,,,,
2,1.78,3.38,,,,,,,,,,,,,,,,,
3,1.78,3.38,4.78,,,,,,,,,,,,,,,,
4,1.78,3.38,4.78,6.14,,,,,,,,,,,,,,,
5,1.78,3.38,4.78,6.14,7.47,,,,,,,,,,,,,,
6,1.78,3.38,4.78,6.14,7.47,8.78,,,,,,,,,,,,,
7,1.78,3.38,4.78,6.14,7.47,8.78,10.05,,,,,,,,,,,,
8,1.78,3.38,4.78,6.14,7.47,8.78,10.05,11.31,,,,,,,,,,,
9,1.78,3.38,4.78,6.14,7.47,8.78,10.05,11.31,12.54,,,,,,,,,,
10,1.78,3.38,4.78,6.14,7.47,8.78,10.05,11.31,12.54,13.77,,,,,,,,,
11,1.78,3.38,4.78,6.14,7.47,8.78,10.05,11.31,12.54,13.77,14.97,,,,,,,,
12,1.78,3.38,4.78,6.14,7.47,8.78,10.05,11.31,12.54,13.77,14.97,16.16,,,,,,,
13,1.78,3.38,4.78,6.14,7.47,8.78,10.05,11.31,12.54,13.77,14.97,16.16,17.36,,,,,,
14,1.78,3.38,4.78,6.14,7.47,8.78,10.05,11.31,12.54,13.77,14.97,16.16,17.36,18.54,,,,,
15,1.78,3.38,4.78,6.14,7.47,8.78,10.05,11.31,12.54,13.77,14.97,16.16,17.36,18.54,19.70,,,,
16,1.78,3.38,4.78,6.14,7.47,8.78,10.05,11.31,12.54,13.77,14.97,16.16,17.36,18.54,19.70,20.86,,,
17,1.78,3.38,4.77,6.14,7.47,8.78,10.05,11.30,12.54,13.77,14.96,16.16,17.36,18.54,19.70,20.86,22.02,,
18,1.79,3.39,4.78,6.14,7.47,8.78,10.05,11.30,12.54,13.76,14.96,16.16,17.34,18.52,19.70,20.86,22.02,23.18,
19,1.50,2.98,4.39,5.75,7.07,8.35,9.60,10.84,12.05,13.26,14.45,15.63,16.80,17.98,19.14,20.29,21.43,22.59,23.73
