i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.98,,,,,,,,,,,,,,,,,,,
2,7.56,8.56,,,,,,,,,,,,,,,,,,
3,7.14,8.14,9.06,,,,,,,,,,,,,,,,,
4,6.72,7.72,8.64,9.54,,,,,,,,,,,,,,,,
5,6.29,7.29,8.22,9.12,10.01,,,,,,,,,,,,,,,
6,5.87,6.87,7.80,8.70,9.59,10.47,,,,,,,,,,,,,,
7,5.45,6.45,7.38,8.28,9.17,10.05,10.92,,,,,,,,,,,,,
8,5.03,6.03,6.95,7.86,8.75,9.63,10.50,11.37,,,,,,,,,,,,
9,4.61,5.61,6.53,7.44,8.33,9.21,10.08,10.95,11.81,,,,,,,,,,,
10,4.19,5.19,6.11,7.02,7.91,8.79,9.66,10.53,11.39,12.25,,,,,,,,,,
11,3.77,4.77,5.69,6.59,7.48,8.36,9.24,10.11,10.97,11.83,12.68,,,,,,,,,
12,3.35,4.34,5.27,6.17,7.06,7.94,8.82,9.68,10.55,11.41,12.26,13.12,,,,,,,,
13,2.92,3.92,4.85,5.75,6.64,7.52,8.40,9.26,10.13,10.99,11.84,12.70,13.55,,,,,,,
14,2.50,3.50,4.43,5.33,6.22,7.10,7.97,8.84,9.71,10.56,11.42,12.27,13.13,13.97,,,,,,
15,2.08,3.08,4.01,4.91,5.80,6.68,7.55,8.42,9.28,10.14,11.00,11.85,12.70,13.55,14.40,,,,,
16,1.66,2.66,3.58,4.49,5.38,6.26,7.13,8.00,8.86,9.72,10.58,11.43,12.28,13.13,13.98,14.83,,,,
17,1.24,2.24,3.16,4.07,4.96,5.84,6.71,7.58,8.44,9.30,10.16,11.01,11.86,12.71,13.56,14.40,15.25,,,
18,0.82,1.82,2.74,3.64,4.53,5.41,6.29,7.16,8.02,8.88,9.73,10.59,11.44,12.29,13.13,13.98,14.82,15.67,,
19,0.39,1.39,2.32,3.22,4.10,4.98,5.85,6.72,7.58,8.43,9.29,10.14,10.99,11.84,12.68,13.53,14.37,15.21,16.05,
20,0.00,0.84,1.64,2.44,3.24,4.04,4.84,5.64,6.44,7.24,8.04,8.84,9.64,10.44,11.24,12.04,12.84,13.64,14.44,15.24
