i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.56,,,,,,,,,,,,,,,,,,,
2,6.21,7.15,,,,,,,,,,,,,,,,,,
3,5.87,6.8,7.7,,,,,,,,,,,,,,,,,
4,5.52,6.45,7.35,8.23,,,,,,,,,,,,,,,,
5,5.17,6.11,7.0,7.88,8.75,,,,,,,,,,,,,,,
6,4.83,5.76,6.66,7.54,8.41,9.27,,,,,,,,,,,,,,
7,4.48,5.41,6.31,7.19,8.06,8.92,9.78,,,,,,,,,,,,,
8,4.13,5.07,5.96,6.84,7.71,8.58,9.43,10.29,,,,,,,,,,,,
9,3.79,4.72,5.62,6.5,7.37,8.23,9.09,9.94,10.79,,,,,,,,,,,
10,3.44,4.37,5.27,6.15,7.02,7.88,8.74,9.59,10.44,11.29,,,,,,,,,,
11,3.09,4.03,4.92,5.8,6.67,7.54,8.39,9.25,10.1,10.95,11.79,,,,,,,,,
12,2.75,3.68,4.58,5.46,6.33,7.19,8.05,8.9,9.75,10.6,11.44,12.29,,,,,,,,
13,2.4,3.33,4.23,5.11,5.98,6.84,7.7,8.55,9.4,10.25,11.1,11.94,12.78,,,,,,,
14,2.05,2.99,3.88,4.76,5.63,6.5,7.35,8.21,9.06,9.91,10.75,11.59,12.43,13.27,,,,,,
15,1.71,2.64,3.54,4.42,5.29,6.15,7.01,7.86,8.71,9.56,10.4,11.25,12.09,12.93,13.77,,,,,
16,1.36,2.29,3.19,4.07,4.94,5.8,6.66,7.51,8.36,9.21,10.06,10.9,11.74,12.58,13.42,14.26,,,,
17,1.01,1.95,2.84,3.72,4.59,5.46,6.31,7.17,8.02,8.87,9.71,10.55,11.39,12.23,13.07,13.91,14.74,,,
18,0.67,1.6,2.5,3.38,4.25,5.11,5.97,6.82,7.67,8.52,9.36,10.21,11.05,11.89,12.72,13.56,14.4,15.23,,
19,0.32,1.25,2.14,3.02,3.89,4.75,5.61,6.46,7.31,8.15,9.0,9.84,10.68,11.52,12.35,13.19,14.02,14.86,15.69,
20,0.0,0.8,1.6,2.4,3.2,4.0,4.8,5.6,6.4,7.2,8.0,8.8,9.6,10.4,11.2,12.0,12.8,13.6,14.4,15.2
