i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.03,,,,,,,,,,,,,,,,,,,
2,4.76,5.62,,,,,,,,,,,,,,,,,,
3,4.50,5.35,6.23,,,,,,,,,,,,,,,,,
4,4.23,5.09,5.96,6.82,,,,,,,,,,,,,,,,
5,3.96,4.82,5.70,6.56,7.41,,,,,,,,,,,,,,,
6,3.70,4.56,5.43,6.29,7.15,8.00,,,,,,,,,,,,,,
7,3.43,4.29,5.17,6.03,6.88,7.73,8.58,,,,,,,,,,,,,
8,3.17,4.03,4.90,5.76,6.62,7.47,8.31,9.15,,,,,,,,,,,,
9,2.90,3.76,4.63,5.50,6.35,7.20,8.05,8.89,9.73,,,,,,,,,,,
10,2.64,3.49,4.37,5.23,6.09,6.93,7.78,8.62,9.46,10.30,,,,,,,,,,
11,2.37,3.23,4.10,4.97,5.82,6.67,7.51,8.36,9.19,10.03,10.87,,,,,,,,,
12,2.11,2.96,3.84,4.70,5.55,6.40,7.25,8.09,8.93,9.77,10.60,11.43,,,,,,,,
13,1.84,2.70,3.57,4.43,5.29,6.14,6.98,7.82,8.66,9.50,10.34,11.17,12.00,,,,,,,
14,1.57,2.43,3.31,4.17,5.02,5.87,6.72,7.56,8.40,9.24,10.07,10.90,11.74,12.57,,,,,,
15,1.31,2.17,3.04,3.90,4.76,5.61,6.45,7.29,8.13,8.97,9.81,10.64,11.47,12.30,13.13,,,,,
16,1.04,1.90,2.78,3.64,4.49,5.34,6.19,7.03,7.87,8.70,9.54,10.37,11.21,12.04,12.87,13.69,,,,
17,0.78,1.64,2.51,3.37,4.23,5.08,5.92,6.76,7.60,8.44,9.27,10.11,10.94,11.77,12.60,13.43,14.26,,,
18,0.51,1.37,2.25,3.11,3.96,4.81,5.66,6.50,7.34,8.17,9.01,9.84,10.67,11.50,12.33,13.16,13.99,14.82,,
19,0.25,1.10,1.98,2.84,3.69,4.54,5.38,6.22,7.06,7.89,8.73,9.56,10.39,11.22,12.05,12.88,13.71,14.53,15.36,
20,0.00,0.76,1.56,2.36,3.16,3.96,4.76,5.56,6.36,7.16,7.96,8.76,9.56,10.36,11.16,11.96,12.76,13.56,14.36,15.16
