i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.39,,,,,,,,,,,,,,,,,,,
2,7.00,8.15,,,,,,,,,,,,,,,,,,
3,6.62,7.76,8.67,,,,,,,,,,,,,,,,,
4,6.23,7.37,8.28,9.17,,,,,,,,,,,,,,,,
5,5.84,6.99,7.89,8.78,9.66,,,,,,,,,,,,,,,
6,5.45,6.60,7.50,8.39,9.27,10.14,,,,,,,,,,,,,,
7,5.07,6.21,7.12,8.01,8.88,9.75,10.62,,,,,,,,,,,,,
8,4.68,5.83,6.73,7.62,8.49,9.36,10.23,11.09,,,,,,,,,,,,
9,4.29,5.44,6.34,7.23,8.11,8.98,9.84,10.70,11.56,,,,,,,,,,,
10,3.90,5.05,5.96,6.84,7.72,8.59,9.45,10.31,11.17,12.02,,,,,,,,,,
11,3.52,4.66,5.57,6.46,7.33,8.20,9.07,9.93,10.78,11.63,12.48,,,,,,,,,
12,3.13,4.28,5.18,6.07,6.95,7.81,8.68,9.54,10.39,11.25,12.10,12.94,,,,,,,,
13,2.74,3.89,4.79,5.68,6.56,7.43,8.29,9.15,10.01,10.86,11.71,12.56,13.40,,,,,,,
14,2.35,3.50,4.41,5.29,6.17,7.04,7.90,8.76,9.62,10.47,11.32,12.17,13.01,13.86,,,,,,
15,1.97,3.11,4.02,4.91,5.78,6.65,7.52,8.38,9.23,10.08,10.93,11.78,12.63,13.47,14.31,,,,,
16,1.58,2.73,3.63,4.52,5.40,6.27,7.13,7.99,8.84,9.70,10.55,11.39,12.24,13.08,13.93,14.77,,,,
17,1.19,2.34,3.24,4.13,5.01,5.88,6.74,7.60,8.46,9.31,10.16,11.01,11.85,12.70,13.54,14.38,15.22,,,
18,0.81,1.95,2.86,3.74,4.62,5.49,6.35,7.21,8.07,8.92,9.77,10.62,11.46,12.31,13.15,13.99,14.83,15.67,,
19,0.43,1.57,2.46,3.35,4.22,5.09,5.95,6.81,7.66,8.51,9.36,10.21,11.05,11.89,12.74,13.57,14.41,15.25,16.09,
20,0.00,1.01,1.81,2.61,3.41,4.21,5.01,5.81,6.61,7.41,8.21,9.01,9.81,10.61,11.41,12.21,13.01,13.81,14.61,15.41
