i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.31,,,,,,,,,,,,,,,,,,,
2,4.09,4.71,,,,,,,,,,,,,,,,,,
3,3.86,4.48,5.35,,,,,,,,,,,,,,,,,
4,3.63,4.25,5.12,5.98,,,,,,,,,,,,,,,,
5,3.40,4.02,4.89,5.75,6.59,,,,,,,,,,,,,,,
6,3.17,3.80,4.66,5.52,6.37,7.21,,,,,,,,,,,,,,
7,2.94,3.57,4.43,5.29,6.14,6.98,7.82,,,,,,,,,,,,,
8,2.71,3.34,4.20,5.06,5.91,6.75,7.59,8.43,,,,,,,,,,,,
9,2.48,3.11,3.98,4.83,5.68,6.52,7.36,8.20,9.03,,,,,,,,,,,
10,2.25,2.88,3.75,4.60,5.45,6.29,7.13,7.97,8.80,9.64,,,,,,,,,,
11,2.03,2.65,3.52,4.37,5.22,6.06,6.90,7.74,8.57,9.41,10.24,,,,,,,,,
12,1.80,2.42,3.29,4.14,4.99,5.84,6.67,7.51,8.35,9.18,10.01,10.84,,,,,,,,
13,1.57,2.19,3.06,3.92,4.76,5.61,6.45,7.28,8.12,8.95,9.78,10.61,11.44,,,,,,,
14,1.34,1.96,2.83,3.69,4.53,5.38,6.22,7.05,7.89,8.72,9.55,10.38,11.21,12.04,,,,,,
15,1.11,1.74,2.60,3.46,4.31,5.15,5.99,6.82,7.66,8.49,9.32,10.15,10.98,11.81,12.63,,,,,
16,0.88,1.51,2.37,3.23,4.08,4.92,5.76,6.60,7.43,8.26,9.09,9.92,10.75,11.58,12.40,13.23,,,,
17,0.65,1.28,2.14,3.00,3.85,4.69,5.53,6.37,7.20,8.03,8.86,9.69,10.52,11.35,12.17,13.00,13.82,,,
18,0.42,1.05,1.92,2.77,3.62,4.46,5.30,6.14,6.97,7.80,8.64,9.46,10.29,11.12,11.95,12.77,13.59,14.42,,
19,0.19,0.82,1.68,2.54,3.38,4.23,5.06,5.90,6.73,7.57,8.40,9.22,10.05,10.88,11.70,12.53,13.35,14.18,15.00,
20,0.00,0.53,1.33,2.13,2.93,3.73,4.53,5.33,6.13,6.93,7.73,8.53,9.33,10.13,10.93,11.73,12.53,13.33,14.13,14.93
