i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.45,,,,,,,,,,,,,,,,,,,
2,7.06,8.04,,,,,,,,,,,,,,,,,,
3,6.67,7.65,8.56,,,,,,,,,,,,,,,,,
4,6.27,7.26,8.17,9.06,,,,,,,,,,,,,,,,
5,5.88,6.86,7.78,8.67,9.55,,,,,,,,,,,,,,,
6,5.49,6.47,7.38,8.28,9.16,10.03,,,,,,,,,,,,,,
7,5.09,6.08,6.99,7.88,8.76,9.64,10.51,,,,,,,,,,,,,
8,4.70,5.68,6.60,7.49,8.37,9.25,10.11,10.97,,,,,,,,,,,,
9,4.31,5.29,6.20,7.10,7.98,8.85,9.72,10.58,11.44,,,,,,,,,,,
10,3.91,4.90,5.81,6.70,7.58,8.46,9.33,10.19,11.05,11.90,,,,,,,,,,
11,3.52,4.50,5.42,6.31,7.19,8.07,8.93,9.79,10.65,11.51,12.36,,,,,,,,,
12,3.13,4.11,5.02,5.92,6.80,7.67,8.54,9.40,10.26,11.11,11.97,12.81,,,,,,,,
13,2.73,3.72,4.63,5.52,6.40,7.28,8.15,9.01,9.87,10.72,11.57,12.42,13.27,,,,,,,
14,2.34,3.32,4.24,5.13,6.01,6.89,7.75,8.61,9.47,10.33,11.18,12.03,12.88,13.72,,,,,,
15,1.95,2.93,3.84,4.74,5.62,6.49,7.36,8.22,9.08,9.93,10.79,11.63,12.48,13.33,14.17,,,,,
16,1.55,2.54,3.45,4.34,5.22,6.10,6.97,7.83,8.69,9.54,10.39,11.24,12.09,12.93,13.78,14.62,,,,
17,1.16,2.14,3.05,3.95,4.83,5.70,6.57,7.43,8.29,9.15,10.00,10.85,11.70,12.54,13.38,14.23,15.07,,,
18,0.77,1.75,2.66,3.56,4.44,5.31,6.18,7.04,7.90,8.75,9.60,10.45,11.30,12.15,12.99,13.83,14.67,15.51,,
19,0.37,1.35,2.26,3.15,4.03,4.91,5.77,6.63,7.49,8.34,9.19,10.04,10.88,11.73,12.57,13.41,14.25,15.09,15.93,
20,0.00,0.83,1.63,2.43,3.23,4.03,4.83,5.63,6.43,7.23,8.03,8.83,9.63,10.43,11.23,12.03,12.83,13.63,14.43,15.23
