i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.37,,,,,,,,,,,,,,,,,,
2,1.37,2.72,,,,,,,,,,,,,,,,,
3,1.37,2.72,3.96,,,,,,,,,,,,,,,,
4,1.37,2.72,3.96,5.16,,,,,,,,,,,,,,,
5,1.37,2.72,3.96,5.16,6.34,,,,,,,,,,,,,,
6,1.37,2.72,3.96,5.16,6.34,7.49,,,,,,,,,,,,,
7,1.37,2.72,3.96,5.16,6.34,7.49,8.64,,,,,,,,,,,,
8,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,,,,,,,,,,,
9,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,10.89,,,,,,,,,,
10,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,10.89,12.01,,,,,,,,,
11,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,10.89,12.01,13.12,,,,,,,,
12,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,10.89,12.01,13.12,14.22,,,,,,,
13,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,10.89,12.01,13.12,14.22,15.33,,,,,,
14,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,10.89,12.01,13.12,14.22,15.33,16.42,,,,,
15,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,10.89,12.01,13.12,14.22,15.33,16.42,17.52,,,,
16,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,10.89,12.01,13.12,14.22,15.33,16.42,17.52,18.61,,,
17,1.37,2.72,3.96,5.16,6.34,7.49,8.64,9.77,10.89,12.01,13.12,14.22,15.33,16.42,17.52,18.61,19.69,,
18,1.37,2.71,3.96,5.16,6.33,7.49,8.63,9.76,10.89,12.00,13.11,14.22,15.32,16.42,17.51,18.60,19.69,20.77,
19,1.30,2.62,3.85,5.04,6.20,7.35,8.49,9.61,10.73,11.84,12.95,14.05,15.15,16.24,17.33,18.41,19.50,20.58,21.66
