i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.95,,,,,,,,,,,,,,,,,,
2,0.95,2.28,,,,,,,,,,,,,,,,,
3,0.95,2.28,3.49,,,,,,,,,,,,,,,,
4,0.95,2.28,3.49,4.67,,,,,,,,,,,,,,,
5,0.95,2.28,3.49,4.67,5.82,,,,,,,,,,,,,,
6,0.95,2.28,3.49,4.67,5.82,6.95,,,,,,,,,,,,,
7,0.95,2.28,3.49,4.67,5.82,6.95,8.08,,,,,,,,,,,,
8,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,,,,,,,,,,,
9,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,10.30,,,,,,,,,,
10,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,10.30,11.40,,,,,,,,,
11,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,10.30,11.40,12.49,,,,,,,,
12,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,10.30,11.40,12.49,13.58,,,,,,,
13,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,10.30,11.40,12.49,13.58,14.67,,,,,,
14,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,10.30,11.40,12.49,13.58,14.67,15.75,,,,,
15,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,10.30,11.40,12.49,13.58,14.67,15.75,16.83,,,,
16,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,10.30,11.40,12.49,13.58,14.67,15.75,16.83,17.91,,,
17,0.95,2.28,3.49,4.67,5.82,6.95,8.08,9.19,10.30,11.40,12.49,13.58,14.67,15.75,16.83,17.91,18.98,,
18,0.95,2.28,3.49,4.67,5.82,6.95,8.07,9.19,10.29,11.39,12.49,13.58,14.66,15.75,16.82,17.90,18.98,20.04,
19,0.90,2.21,3.41,4.58,5.72,6.85,7.97,9.07,10.18,11.27,12.36,13.45,14.53,15.61,16.69,17.76,18.83,19.90,20.98
