i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.63,,,,,,,,,,,,,,,,,,
2,0.63,1.92,,,,,,,,,,,,,,,,,
3,0.63,1.92,3.09,,,,,,,,,,,,,,,,
4,0.63,1.92,3.09,4.23,,,,,,,,,,,,,,,
5,0.63,1.92,3.09,4.23,5.35,,,,,,,,,,,,,,
6,0.63,1.92,3.09,4.23,5.35,6.45,,,,,,,,,,,,,
7,0.63,1.92,3.09,4.23,5.35,6.45,7.55,,,,,,,,,,,,
8,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,,,,,,,,,,,
9,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,9.72,,,,,,,,,,
10,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,9.72,10.80,,,,,,,,,
11,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,9.72,10.80,11.87,,,,,,,,
12,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,9.72,10.80,11.87,12.94,,,,,,,
13,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,9.72,10.80,11.87,12.94,14.00,,,,,,
14,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,9.72,10.80,11.87,12.94,14.00,15.35,,,,,
15,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,9.72,10.80,11.87,12.94,14.00,15.18,16.90,,,,
16,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,9.72,10.80,11.87,12.94,14.00,15.18,16.90,19.10,,,
17,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.64,9.72,10.80,11.87,12.94,14.00,15.18,16.90,19.10,20.30,,
18,0.63,1.92,3.09,4.23,5.35,6.45,7.55,8.63,9.72,10.79,11.87,12.94,14.00,15.18,16.90,19.10,20.30,21.22,
19,0.61,1.87,3.04,4.17,5.28,6.38,7.48,8.56,9.64,10.71,11.79,12.85,13.92,15.05,16.58,18.92,20.30,21.22,22.60
