i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.97,,,,,,,,,,,,,,,,,,,
2,6.60,7.63,,,,,,,,,,,,,,,,,,
3,6.24,7.26,8.16,,,,,,,,,,,,,,,,,
4,5.87,6.89,7.79,8.68,,,,,,,,,,,,,,,,
5,5.50,6.53,7.43,8.31,9.19,,,,,,,,,,,,,,,
6,5.14,6.16,7.06,7.94,8.82,9.68,,,,,,,,,,,,,,
7,4.77,5.79,6.69,7.58,8.45,9.32,10.18,,,,,,,,,,,,,
8,4.40,5.42,6.33,7.21,8.08,8.95,9.81,10.67,,,,,,,,,,,,
9,4.03,5.06,5.96,6.84,7.72,8.58,9.44,10.30,11.15,,,,,,,,,,,
10,3.67,4.69,5.59,6.48,7.35,8.22,9.08,9.93,10.79,11.64,,,,,,,,,,
11,3.30,4.32,5.23,6.11,6.98,7.85,8.71,9.57,10.42,11.27,12.12,,,,,,,,,
12,2.93,3.96,4.86,5.74,6.62,7.48,8.34,9.20,10.05,10.90,11.75,12.60,,,,,,,,
13,2.57,3.59,4.49,5.38,6.25,7.12,7.98,8.83,9.69,10.54,11.38,12.23,13.07,,,,,,,
14,2.20,3.22,4.12,5.01,5.88,6.75,7.61,8.47,9.32,10.17,11.02,11.86,12.71,13.55,,,,,,
15,1.83,2.86,3.76,4.64,5.52,6.38,7.24,8.10,8.95,9.80,10.65,11.50,12.34,13.18,14.02,,,,,
16,1.47,2.49,3.39,4.28,5.15,6.02,6.88,7.73,8.59,9.44,10.28,11.13,11.97,12.81,13.65,14.49,,,,
17,1.10,2.12,3.02,3.91,4.78,5.65,6.51,7.37,8.22,9.07,9.92,10.76,11.61,12.45,13.29,14.13,14.96,,,
18,0.73,1.76,2.66,3.54,4.41,5.28,6.14,7.00,7.85,8.70,9.55,10.39,11.24,12.08,12.92,13.76,14.60,15.43,,
19,0.37,1.39,2.28,3.17,4.04,4.90,5.76,6.61,7.47,8.31,9.16,10.00,10.85,11.69,12.53,13.36,14.20,15.04,15.87,
20,0.00,0.89,1.69,2.49,3.29,4.09,4.89,5.69,6.49,7.29,8.09,8.89,9.69,10.49,11.29,12.09,12.89,13.69,14.49,15.29
