i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.63,,,,,,,,,,,,,,,,,,,
2,3.44,4.19,,,,,,,,,,,,,,,,,,
3,3.25,4.00,4.85,,,,,,,,,,,,,,,,,
4,3.06,3.81,4.66,5.51,,,,,,,,,,,,,,,,
5,2.87,3.62,4.47,5.32,6.16,,,,,,,,,,,,,,,
6,2.67,3.42,4.28,5.12,5.96,6.80,,,,,,,,,,,,,,
7,2.48,3.23,4.09,4.93,5.77,6.61,7.44,,,,,,,,,,,,,
8,2.29,3.04,3.89,4.74,5.58,6.42,7.25,8.08,,,,,,,,,,,,
9,2.10,2.85,3.70,4.55,5.39,6.22,7.06,7.89,8.72,,,,,,,,,,,
10,1.91,2.66,3.51,4.36,5.20,6.03,6.87,7.70,8.52,9.35,,,,,,,,,,
11,1.72,2.47,3.32,4.16,5.00,5.84,6.67,7.50,8.33,9.16,9.99,,,,,,,,,
12,1.52,2.27,3.13,3.97,4.81,5.65,6.48,7.31,8.14,8.97,9.79,10.62,,,,,,,,
13,1.33,2.08,2.94,3.78,4.62,5.46,6.29,7.12,7.95,8.78,9.60,10.43,11.25,,,,,,,
14,1.14,1.89,2.74,3.59,4.43,5.27,6.10,6.93,7.76,8.58,9.41,10.23,11.06,11.88,,,,,,
15,0.95,1.70,2.55,3.40,4.24,5.07,5.91,6.74,7.57,8.39,9.22,10.04,10.87,11.69,12.51,,,,,
16,0.76,1.51,2.36,3.21,4.05,4.88,5.71,6.54,7.37,8.20,9.03,9.85,10.67,11.50,12.32,13.14,,,,
17,0.56,1.31,2.17,3.01,3.85,4.69,5.52,6.35,7.18,8.01,8.83,9.66,10.48,11.31,12.13,12.95,13.78,,,
18,0.37,1.12,1.98,2.82,3.66,4.50,5.33,6.16,6.99,7.82,8.64,9.47,10.29,11.11,11.94,12.76,13.58,14.40,,
19,0.18,0.93,1.78,2.63,3.47,4.30,5.13,5.96,6.79,7.62,8.44,9.27,10.09,10.91,11.73,12.55,13.38,14.19,15.02,
20,0.00,0.68,1.48,2.28,3.08,3.88,4.68,5.48,6.28,7.08,7.88,8.68,9.48,10.28,11.08,11.88,12.68,13.48,14.28,15.08
