i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.42,,,,,,,,,,,,,,,,,,
2,2.42,3.82,,,,,,,,,,,,,,,,,
3,2.42,3.82,5.22,,,,,,,,,,,,,,,,
4,2.42,3.82,5.22,6.58,,,,,,,,,,,,,,,
5,2.42,3.82,5.22,6.58,7.90,,,,,,,,,,,,,,
6,2.42,3.82,5.22,6.58,7.90,9.19,,,,,,,,,,,,,
7,2.42,3.82,5.22,6.58,7.90,9.19,10.45,,,,,,,,,,,,
8,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,,,,,,,,,,,
9,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,12.92,,,,,,,,,,
10,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,12.92,14.13,,,,,,,,,
11,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,12.92,14.13,15.33,,,,,,,,
12,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,12.92,14.13,15.33,16.53,,,,,,,
13,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,12.92,14.13,15.33,16.53,17.71,,,,,,
14,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,12.92,14.13,15.33,16.53,17.71,18.88,,,,,
15,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,12.92,14.13,15.33,16.53,17.71,18.88,20.05,,,,
16,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,12.92,14.13,15.33,16.53,17.71,18.88,20.05,21.21,,,
17,2.42,3.82,5.22,6.58,7.90,9.19,10.45,11.69,12.92,14.13,15.33,16.52,17.71,18.88,20.05,21.21,22.37,,
18,2.42,3.82,5.22,6.58,7.90,9.18,10.45,11.69,12.91,14.13,15.33,16.52,17.70,18.87,20.04,21.21,22.36,23.51,
19,1.99,3.47,4.86,6.19,7.48,8.75,9.99,11.22,12.42,13.62,14.81,15.99,17.16,18.32,19.48,20.63,21.78,22.92,24.06
