i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.27,,,,,,,,,,,,,,,,,,,
2,8.80,10.49,,,,,,,,,,,,,,,,,,
3,8.32,10.01,10.93,,,,,,,,,,,,,,,,,
4,7.84,9.53,10.45,11.36,,,,,,,,,,,,,,,,
5,7.36,9.05,9.98,10.88,11.77,,,,,,,,,,,,,,,
6,6.89,8.58,9.50,10.40,11.30,12.18,,,,,,,,,,,,,,
7,6.41,8.10,9.02,9.92,10.82,11.70,12.58,,,,,,,,,,,,,
8,5.93,7.62,8.54,9.45,10.34,11.22,12.10,12.98,,,,,,,,,,,,
9,5.45,7.14,8.07,8.97,9.86,10.75,11.62,12.50,13.37,,,,,,,,,,,
10,4.98,6.67,7.59,8.49,9.39,10.27,11.15,12.02,12.89,13.75,,,,,,,,,,
11,4.50,6.19,7.11,8.01,8.91,9.79,10.67,11.54,12.41,13.28,14.14,,,,,,,,,
12,4.02,5.71,6.63,7.54,8.43,9.31,10.19,11.06,11.93,12.80,13.66,14.52,,,,,,,,
13,3.54,5.23,6.16,7.06,7.95,8.84,9.71,10.59,11.46,12.32,13.18,14.04,14.90,,,,,,,
14,3.07,4.76,5.68,6.58,7.47,8.36,9.24,10.11,10.98,11.84,12.70,13.56,14.42,15.28,,,,,,
15,2.59,4.28,5.20,6.10,7.00,7.88,8.76,9.63,10.50,11.37,12.23,13.09,13.94,14.80,15.65,,,,,
16,2.11,3.80,4.72,5.63,6.52,7.40,8.28,9.15,10.02,10.89,11.75,12.61,13.47,14.32,15.17,16.02,,,,
17,1.63,3.32,4.25,5.15,6.04,6.93,7.80,8.68,9.55,10.41,11.27,12.13,12.99,13.84,14.70,15.55,16.40,,,
18,1.16,2.85,3.77,4.67,5.56,6.45,7.32,8.20,9.07,9.93,10.79,11.65,12.51,13.36,14.21,15.07,15.92,16.76,,
19,0.71,2.38,3.29,4.19,5.07,5.95,6.83,7.70,8.56,9.42,10.28,11.14,12.00,12.85,13.70,14.55,15.40,16.24,17.09,
20,0.00,1.54,2.34,3.14,3.94,4.74,5.54,6.34,7.14,7.94,8.74,9.54,10.34,11.14,11.94,12.74,13.54,14.34,15.14,15.94
