i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.86,,,,,,,,,,,,,,,,,,
2,0.86,2.18,,,,,,,,,,,,,,,,,
3,0.86,2.18,3.39,,,,,,,,,,,,,,,,
4,0.86,2.18,3.39,4.55,,,,,,,,,,,,,,,
5,0.86,2.18,3.39,4.55,5.70,,,,,,,,,,,,,,
6,0.86,2.18,3.39,4.55,5.70,6.82,,,,,,,,,,,,,
7,0.86,2.18,3.39,4.55,5.70,6.82,7.94,,,,,,,,,,,,
8,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,,,,,,,,,,,
9,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,10.15,,,,,,,,,,
10,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,10.15,11.24,,,,,,,,,
11,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,10.15,11.24,12.33,,,,,,,,
12,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,10.15,11.24,12.33,13.41,,,,,,,
13,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,10.15,11.24,12.33,13.41,14.49,,,,,,
14,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,10.15,11.24,12.33,13.41,14.49,15.57,,,,,
15,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,10.15,11.24,12.33,13.41,14.49,15.57,16.65,,,,
16,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,10.15,11.24,12.33,13.41,14.49,15.57,16.65,17.72,,,
17,0.86,2.18,3.39,4.55,5.70,6.82,7.94,9.05,10.15,11.24,12.33,13.41,14.49,15.57,16.65,17.72,18.79,,
18,0.86,2.18,3.39,4.55,5.69,6.82,7.94,9.04,10.14,11.24,12.33,13.41,14.49,15.57,16.64,17.72,18.79,19.93,
19,0.82,2.12,3.31,4.47,5.61,6.73,7.84,8.94,10.04,11.13,12.21,13.29,14.37,15.45,16.52,17.59,18.66,19.74,21.05
