i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.34,,,,,,,,,,,,,,,,,,
2,1.34,2.56,,,,,,,,,,,,,,,,,
3,1.34,2.56,3.73,,,,,,,,,,,,,,,,
4,1.34,2.56,3.73,4.87,,,,,,,,,,,,,,,
5,1.34,2.56,3.73,4.87,5.99,,,,,,,,,,,,,,
6,1.34,2.56,3.73,4.87,5.99,7.11,,,,,,,,,,,,,
7,1.34,2.56,3.73,4.87,5.99,7.11,8.21,,,,,,,,,,,,
8,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,,,,,,,,,,,
9,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,10.38,,,,,,,,,,
10,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,10.38,11.47,,,,,,,,,
11,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,10.38,11.47,12.55,,,,,,,,
12,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,10.38,11.47,12.55,13.62,,,,,,,
13,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,10.38,11.47,12.55,13.62,14.70,,,,,,
14,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,10.38,11.47,12.55,13.62,14.70,15.77,,,,,
15,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,10.38,11.47,12.55,13.62,14.70,15.77,16.83,,,,
16,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,10.38,11.47,12.55,13.62,14.70,15.77,16.83,17.89,,,
17,1.34,2.56,3.73,4.87,5.99,7.11,8.21,9.30,10.38,11.47,12.55,13.62,14.70,15.77,16.83,17.88,19.28,,
18,1.34,2.56,3.73,4.87,5.99,7.10,8.20,9.29,10.38,11.47,12.55,13.62,14.70,15.77,16.83,17.89,19.05,20.20,
19,1.28,2.50,3.66,4.79,5.92,7.02,8.12,9.21,10.29,11.37,12.45,13.52,14.59,15.66,16.72,17.78,18.92,20.00,21.29
