i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.01,,,,,,,,,,,,,,,,,,,
2,6.64,7.60,,,,,,,,,,,,,,,,,,
3,6.27,7.23,8.13,,,,,,,,,,,,,,,,,
4,5.90,6.86,7.76,8.65,,,,,,,,,,,,,,,,
5,5.53,6.49,7.39,8.28,9.16,,,,,,,,,,,,,,,
6,5.16,6.12,7.02,7.91,8.79,9.66,,,,,,,,,,,,,,
7,4.79,5.75,6.65,7.54,8.42,9.29,10.15,,,,,,,,,,,,,
8,4.42,5.38,6.28,7.17,8.05,8.92,9.78,10.64,,,,,,,,,,,,
9,4.05,5.01,5.91,6.80,7.68,8.54,9.41,10.27,11.12,,,,,,,,,,,
10,3.68,4.64,5.54,6.43,7.31,8.17,9.04,9.89,10.75,11.60,,,,,,,,,,
11,3.31,4.27,5.17,6.06,6.94,7.80,8.67,9.52,10.38,11.23,12.08,,,,,,,,,
12,2.94,3.90,4.80,5.69,6.57,7.43,8.30,9.15,10.01,10.86,11.71,12.55,,,,,,,,
13,2.57,3.53,4.43,5.32,6.20,7.06,7.93,8.78,9.64,10.49,11.34,12.18,13.03,,,,,,,
14,2.20,3.16,4.06,4.95,5.83,6.69,7.56,8.41,9.27,10.12,10.97,11.81,12.66,13.50,,,,,,
15,1.83,2.79,3.69,4.58,5.46,6.32,7.19,8.04,8.90,9.75,10.60,11.44,12.29,13.13,13.97,,,,,
16,1.46,2.42,3.32,4.21,5.09,5.95,6.82,7.67,8.53,9.38,10.23,11.07,11.92,12.76,13.60,14.44,,,,
17,1.09,2.05,2.95,3.84,4.72,5.58,6.45,7.30,8.16,9.01,9.86,10.70,11.55,12.39,13.23,14.07,14.91,,,
18,0.72,1.68,2.58,3.47,4.34,5.21,6.07,6.93,7.79,8.64,9.49,10.33,11.18,12.02,12.86,13.70,14.54,15.37,,
19,0.35,1.30,2.21,3.09,3.96,4.83,5.69,6.55,7.40,8.25,9.10,9.94,10.78,11.62,12.46,13.30,14.14,14.98,15.81,
20,0.00,0.82,1.62,2.42,3.22,4.02,4.82,5.62,6.42,7.22,8.02,8.82,9.62,10.42,11.22,12.02,12.82,13.62,14.42,15.22
