i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.80,,,,,,,,,,,,,,,,,,,
2,8.34,9.82,,,,,,,,,,,,,,,,,,
3,7.88,9.36,10.28,,,,,,,,,,,,,,,,,
4,7.43,8.91,9.82,10.73,,,,,,,,,,,,,,,,
5,6.97,8.45,9.37,10.27,11.16,,,,,,,,,,,,,,,
6,6.52,7.99,8.91,9.81,10.70,11.59,,,,,,,,,,,,,,
7,6.06,7.54,8.46,9.36,10.25,11.13,12.00,,,,,,,,,,,,,
8,5.61,7.08,8.00,8.90,9.79,10.67,11.55,12.42,,,,,,,,,,,,
9,5.15,6.63,7.55,8.45,9.34,10.22,11.09,11.96,12.83,,,,,,,,,,,
10,4.69,6.17,7.09,7.99,8.88,9.76,10.64,11.51,12.37,13.23,,,,,,,,,,
11,4.24,5.72,6.63,7.54,8.43,9.31,10.18,11.05,11.92,12.78,13.64,,,,,,,,,
12,3.78,5.26,6.18,7.08,7.97,8.85,9.73,10.60,11.46,12.32,13.18,14.04,,,,,,,,
13,3.33,4.80,5.72,6.62,7.51,8.40,9.27,10.14,11.01,11.87,12.73,13.58,14.44,,,,,,,
14,2.87,4.35,5.27,6.17,7.06,7.94,8.81,9.68,10.55,11.41,12.27,13.13,13.98,14.83,,,,,,
15,2.42,3.89,4.81,5.71,6.60,7.48,8.36,9.23,10.09,10.96,11.82,12.67,13.53,14.38,15.23,,,,,
16,1.96,3.44,4.36,5.26,6.15,7.03,7.90,8.77,9.64,10.50,11.36,12.22,13.07,13.92,14.77,15.62,,,,
17,1.50,2.98,3.90,4.80,5.69,6.57,7.45,8.32,9.18,10.04,10.90,11.76,12.61,13.47,14.32,15.16,16.01,,,
18,1.05,2.52,3.44,4.34,5.23,6.11,6.99,7.86,8.72,9.59,10.45,11.30,12.16,13.01,13.86,14.71,15.55,16.40,,
19,0.62,2.08,2.99,3.88,4.77,5.64,6.52,7.38,8.25,9.11,9.96,10.82,11.67,12.52,13.37,14.21,15.06,15.90,16.75,
20,0.00,1.33,2.13,2.93,3.73,4.53,5.33,6.13,6.93,7.73,8.53,9.33,10.13,10.93,11.73,12.53,13.33,14.13,14.93,15.73
