i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.49,,,,,,,,,,,,,,,,,,,
2,8.04,9.16,,,,,,,,,,,,,,,,,,
3,7.59,8.71,9.64,,,,,,,,,,,,,,,,,
4,7.15,8.27,9.20,10.10,,,,,,,,,,,,,,,,
5,6.70,7.82,8.75,9.66,10.55,,,,,,,,,,,,,,,
6,6.26,7.38,8.31,9.21,10.11,10.99,,,,,,,,,,,,,,
7,5.81,6.93,7.86,8.77,9.66,10.55,11.42,,,,,,,,,,,,,
8,5.37,6.49,7.42,8.32,9.22,10.10,10.98,11.85,,,,,,,,,,,,
9,4.92,6.04,6.97,7.88,8.77,9.66,10.53,11.40,12.27,,,,,,,,,,,
10,4.48,5.60,6.52,7.43,8.33,9.21,10.09,10.96,11.83,12.69,,,,,,,,,,
11,4.03,5.15,6.08,6.99,7.88,8.77,9.64,10.51,11.38,12.24,13.10,,,,,,,,,
12,3.59,4.71,5.63,6.54,7.44,8.32,9.20,10.07,10.94,11.80,12.66,13.51,,,,,,,,
13,3.14,4.26,5.19,6.10,6.99,7.88,8.75,9.62,10.49,11.35,12.21,13.07,13.92,,,,,,,
14,2.70,3.81,4.74,5.65,6.55,7.43,8.31,9.18,10.04,10.91,11.77,12.62,13.48,14.33,,,,,,
15,2.25,3.37,4.30,5.21,6.10,6.98,7.86,8.73,9.60,10.46,11.32,12.18,13.03,13.88,14.73,,,,,
16,1.81,2.92,3.85,4.76,5.66,6.54,7.42,8.29,9.15,10.02,10.88,11.73,12.59,13.44,14.29,15.14,,,,
17,1.36,2.48,3.41,4.32,5.21,6.09,6.97,7.84,8.71,9.57,10.43,11.29,12.14,12.99,13.84,14.69,15.54,,,
18,0.92,2.03,2.96,3.87,4.76,5.65,6.52,7.40,8.26,9.12,9.98,10.84,11.69,12.55,13.40,14.24,15.09,15.94,,
19,0.47,1.59,2.52,3.42,4.31,5.19,6.06,6.93,7.80,8.66,9.51,10.37,11.22,12.07,12.92,13.76,14.61,15.45,16.30,
20,0.00,0.96,1.76,2.56,3.36,4.16,4.96,5.76,6.56,7.36,8.16,8.96,9.76,10.56,11.36,12.16,12.96,13.76,14.56,15.36
