i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2.30,,,,,,,,,,,,,,,,,,
2,2.30,3.69,,,,,,,,,,,,,,,,,
3,2.30,3.69,5.06,,,,,,,,,,,,,,,,
4,2.30,3.69,5.06,6.39,,,,,,,,,,,,,,,
5,2.30,3.69,5.06,6.39,7.68,,,,,,,,,,,,,,
6,2.30,3.69,5.06,6.39,7.68,8.94,,,,,,,,,,,,,
7,2.30,3.69,5.06,6.39,7.68,8.94,10.18,,,,,,,,,,,,
8,2.30,3.69,5.06,6.39,7.68,8.94,10.18,11.40,,,,,,,,,,,
9,2.30,3.69,5.06,6.39,7.68,8.94,10.18,11.40,12.61,,,,,,,,,,
10,2.30,3.69,5.06,6.39,7.68,8.94,10.18,11.40,12.61,13.80,,,,,,,,,
11,2.30,3.69,5.06,6.39,7.68,8.94,10.18,11.40,12.61,13.80,14.99,,,,,,,,
12,2.30,3.69,5.06,6.39,7.68,8.94,10.18,11.40,12.61,13.80,14.99,16.16,,,,,,,
13,2.30,3.69,5.06,6.39,7.68,8.94,10.18,11.40,12.61,13.80,14.99,16.16,17.33,,,,,,
14,2.30,3.69,5.06,6.39,7.68,8.94,10.18,11.40,12.61,13.80,14.99,16.16,17.33,18.50,,,,,
15,2.30,3.69,5.06,6.39,7.68,8.94,10.18,11.40,12.61,13.80,14.99,16.16,17.33,18.50,19.65,,,,
16,2.30,3.69,5.06,6.39,7.68,8.94,10.18,11.40,12.61,13.80,14.99,16.16,17.33,18.50,19.65,20.80,,,
17,2.30,3.69,5.05,6.38,7.68,8.94,10.18,11.40,12.60,13.80,14.99,16.16,17.33,18.49,19.65,20.80,21.94,,
18,2.30,3.69,5.06,6.38,7.68,8.94,10.17,11.39,12.60,13.80,14.98,16.16,17.33,18.49,19.64,20.79,21.93,23.07,
19,1.93,3.38,4.75,6.05,7.32,8.56,9.78,10.99,12.18,13.37,14.54,15.71,16.86,18.01,19.16,20.30,21.43,22.57,23.69
