i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.49,,,,,,,,,,,,,,,,,,,
2,8.05,9.18,,,,,,,,,,,,,,,,,,
3,7.60,8.73,9.66,,,,,,,,,,,,,,,,,
4,7.16,8.29,9.22,10.12,,,,,,,,,,,,,,,,
5,6.71,7.84,8.77,9.68,10.57,,,,,,,,,,,,,,,
6,6.26,7.40,8.33,9.23,10.13,11.01,,,,,,,,,,,,,,
7,5.82,6.95,7.88,8.79,9.68,10.57,11.44,,,,,,,,,,,,,
8,5.37,6.51,7.43,8.34,9.24,10.12,11.00,11.87,,,,,,,,,,,,
9,4.93,6.06,6.99,7.90,8.79,9.67,10.55,11.42,12.29,,,,,,,,,,,
10,4.48,5.62,6.54,7.45,8.35,9.23,10.11,10.98,11.84,12.71,,,,,,,,,,
11,4.04,5.17,6.10,7.01,7.90,8.78,9.66,10.53,11.40,12.26,13.12,,,,,,,,,
12,3.59,4.73,5.65,6.56,7.46,8.34,9.22,10.09,10.95,11.82,12.67,13.53,,,,,,,,
13,3.15,4.28,5.21,6.12,7.01,7.89,8.77,9.64,10.51,11.37,12.23,13.09,13.94,,,,,,,
14,2.70,3.84,4.76,5.67,6.56,7.45,8.33,9.20,10.06,10.93,11.78,12.64,13.49,14.35,,,,,,
15,2.26,3.39,4.32,5.23,6.12,7.00,7.88,8.75,9.62,10.48,11.34,12.20,13.05,13.90,14.75,,,,,
16,1.81,2.94,3.87,4.78,5.67,6.56,7.43,8.31,9.17,10.03,10.89,11.75,12.60,13.46,14.31,15.15,,,,
17,1.37,2.50,3.43,4.34,5.23,6.11,6.99,7.86,8.73,9.59,10.45,11.30,12.16,13.01,13.86,14.71,15.56,,,
18,0.92,2.05,2.98,3.89,4.78,5.67,6.54,7.41,8.28,9.14,10.00,10.86,11.71,12.56,13.41,14.26,15.11,15.95,,
19,0.48,1.61,2.54,3.44,4.33,5.21,6.08,6.95,7.81,8.67,9.53,10.38,11.24,12.09,12.94,13.78,14.63,15.47,16.31,
20,0.00,0.97,1.77,2.57,3.37,4.17,4.97,5.77,6.57,7.37,8.17,8.97,9.77,10.57,11.37,12.17,12.97,13.77,14.57,15.37
