i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.15,,,,,,,,,,,,,,,,,,,
2,8.67,10.26,,,,,,,,,,,,,,,,,,
3,8.20,9.78,10.71,,,,,,,,,,,,,,,,,
4,7.73,9.31,10.23,11.14,,,,,,,,,,,,,,,,
5,7.26,8.84,9.76,10.67,11.56,,,,,,,,,,,,,,,
6,6.79,8.37,9.29,10.19,11.09,11.97,,,,,,,,,,,,,,
7,6.31,7.90,8.82,9.72,10.61,11.50,12.38,,,,,,,,,,,,,
8,5.84,7.42,8.35,9.25,10.14,11.03,11.90,12.78,,,,,,,,,,,,
9,5.37,6.95,7.87,8.78,9.67,10.55,11.43,12.30,13.17,,,,,,,,,,,
10,4.90,6.48,7.40,8.31,9.20,10.08,10.96,11.83,12.70,13.56,,,,,,,,,,
11,4.42,6.01,6.93,7.83,8.73,9.61,10.49,11.36,12.23,13.09,13.95,,,,,,,,,
12,3.95,5.53,6.46,7.36,8.25,9.14,10.02,10.89,11.76,12.62,13.48,14.34,,,,,,,,
13,3.48,5.06,5.98,6.89,7.78,8.67,9.54,10.42,11.28,12.15,13.01,13.87,14.72,,,,,,,
14,3.01,4.59,5.51,6.42,7.31,8.19,9.07,9.94,10.81,11.68,12.54,13.40,14.25,15.11,,,,,,
15,2.53,4.12,5.04,5.94,6.84,7.72,8.60,9.47,10.34,11.20,12.06,12.92,13.78,14.63,15.49,,,,,
16,2.06,3.64,4.57,5.47,6.36,7.25,8.13,9.00,9.87,10.73,11.59,12.45,13.31,14.16,15.01,15.86,,,,
17,1.59,3.17,4.09,5.00,5.89,6.78,7.65,8.53,9.39,10.26,11.12,11.98,12.83,13.69,14.54,15.39,16.24,,,
18,1.12,2.70,3.62,4.53,5.42,6.30,7.18,8.05,8.92,9.78,10.64,11.50,12.36,13.21,14.07,14.92,15.77,16.61,,
19,0.67,2.24,3.15,4.05,4.93,5.81,6.69,7.56,8.42,9.28,10.14,11.00,11.85,12.71,13.56,14.41,15.25,16.10,16.94,
20,0.00,1.43,2.23,3.03,3.83,4.63,5.43,6.23,7.03,7.83,8.63,9.43,10.23,11.03,11.83,12.63,13.43,14.23,15.03,15.83
