i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.93,,,,,,,,,,,,,,,,,,,
2,5.61,6.05,,,,,,,,,,,,,,,,,,
3,5.29,5.73,6.14,,,,,,,,,,,,,,,,,
4,4.98,5.41,5.83,6.22,,,,,,,,,,,,,,,,
5,4.66,5.09,5.51,5.90,6.29,,,,,,,,,,,,,,,
6,4.34,4.77,5.19,5.58,5.97,6.34,,,,,,,,,,,,,,
7,4.02,4.45,4.87,5.27,5.65,6.02,6.39,,,,,,,,,,,,,
8,3.70,4.13,4.55,4.95,5.33,5.70,6.07,6.43,,,,,,,,,,,,
9,3.38,3.82,4.23,4.63,5.01,5.38,5.75,6.12,6.47,,,,,,,,,,,
10,3.06,3.50,3.91,4.31,4.69,5.07,5.43,5.80,6.16,6.51,,,,,,,,,,
11,2.75,3.18,3.59,3.99,4.37,4.75,5.12,5.48,5.84,6.19,6.54,,,,,,,,,
12,2.43,2.86,3.28,3.67,4.05,4.43,4.80,5.16,5.52,5.87,6.23,6.58,,,,,,,,
13,2.11,2.54,2.96,3.35,3.74,4.11,4.48,4.84,5.20,5.55,5.91,6.26,6.60,,,,,,,
14,1.79,2.22,2.64,3.03,3.42,3.79,4.16,4.52,4.88,5.24,5.59,5.94,6.29,6.63,,,,,,
15,1.47,1.90,2.32,2.72,3.10,3.47,3.84,4.20,4.56,4.92,5.27,5.62,5.97,6.31,6.66,,,,,
16,1.15,1.59,2.00,2.40,2.78,3.15,3.52,3.88,4.24,4.60,4.95,5.30,5.65,5.99,6.34,6.68,,,,
17,0.83,1.27,1.68,2.08,2.46,2.83,3.20,3.56,3.92,4.28,4.63,4.98,5.33,5.67,6.02,6.36,6.70,,,
18,0.52,0.95,1.36,1.75,2.13,2.51,2.87,3.23,3.59,3.94,4.30,4.64,4.99,5.34,5.68,6.02,6.36,6.70,,
19,0.22,0.62,1.02,1.40,1.77,2.13,2.49,2.84,3.19,3.54,3.88,4.23,4.57,4.91,5.25,5.58,5.92,6.25,6.59,
20,0.00,0.27,0.57,0.87,1.17,1.47,1.77,2.07,2.37,2.67,2.97,3.27,3.57,3.87,4.17,4.47,4.77,5.07,5.37,5.67
