i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.87,,,,,,,,,,,,,,,,,,,
2,4.61,4.96,,,,,,,,,,,,,,,,,,
3,4.34,4.70,5.09,,,,,,,,,,,,,,,,,
4,4.08,4.44,4.83,5.21,,,,,,,,,,,,,,,,
5,3.82,4.18,4.57,4.95,5.31,,,,,,,,,,,,,,,
6,3.56,3.92,4.31,4.69,5.05,5.41,,,,,,,,,,,,,,
7,3.30,3.66,4.05,4.42,4.79,5.15,5.50,,,,,,,,,,,,,
8,3.04,3.39,3.79,4.16,4.53,4.89,5.24,5.59,,,,,,,,,,,,
9,2.78,3.13,3.53,3.90,4.27,4.63,4.98,5.33,5.68,,,,,,,,,,,
10,2.52,2.87,3.26,3.64,4.01,4.37,4.72,5.07,5.42,5.76,,,,,,,,,,
11,2.25,2.61,3.00,3.38,3.75,4.11,4.46,4.81,5.16,5.50,5.84,,,,,,,,,
12,1.99,2.35,2.74,3.12,3.48,3.84,4.20,4.55,4.89,5.24,5.58,5.92,,,,,,,,
13,1.73,2.09,2.48,2.86,3.22,3.58,3.94,4.29,4.63,4.98,5.32,5.66,6.00,,,,,,,
14,1.47,1.83,2.22,2.60,2.96,3.32,3.68,4.03,4.37,4.72,5.06,5.40,5.74,6.07,,,,,,
15,1.21,1.57,1.96,2.33,2.70,3.06,3.41,3.76,4.11,4.46,4.80,5.14,5.48,5.81,6.15,,,,,
16,0.95,1.30,1.70,2.07,2.44,2.80,3.15,3.50,3.85,4.19,4.54,4.88,5.21,5.55,5.89,6.22,,,,
17,0.69,1.04,1.44,1.81,2.18,2.54,2.89,3.24,3.59,3.93,4.27,4.61,4.95,5.29,5.62,5.96,6.29,,,
18,0.43,0.78,1.17,1.55,1.91,2.27,2.62,2.97,3.32,3.66,4.00,4.34,4.68,5.02,5.35,5.68,6.02,6.35,,
19,0.18,0.51,0.89,1.26,1.62,1.97,2.32,2.66,3.00,3.34,3.68,4.01,4.34,4.68,5.01,5.34,5.67,6.00,6.32,
20,0.00,0.23,0.53,0.83,1.13,1.43,1.73,2.03,2.33,2.63,2.93,3.23,3.53,3.83,4.13,4.43,4.73,5.03,5.33,5.63
