i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.87,,,,,,,,,,,,,,,,,,,
2,7.45,8.05,,,,,,,,,,,,,,,,,,
3,7.03,7.64,8.09,,,,,,,,,,,,,,,,,
4,6.62,7.22,7.67,8.11,,,,,,,,,,,,,,,,
5,6.20,6.80,7.26,7.69,8.11,,,,,,,,,,,,,,,
6,5.78,6.38,6.84,7.27,7.69,8.10,,,,,,,,,,,,,,
7,5.36,5.96,6.42,6.86,7.27,7.68,8.08,,,,,,,,,,,,,
8,4.95,5.55,6.00,6.44,6.86,7.26,7.66,8.05,,,,,,,,,,,,
9,4.53,5.13,5.58,6.02,6.44,6.84,7.24,7.63,8.02,,,,,,,,,,,
10,4.11,4.71,5.17,5.60,6.02,6.43,6.82,7.21,7.60,7.98,,,,,,,,,,
11,3.69,4.29,4.75,5.18,5.60,6.01,6.41,6.80,7.18,7.56,7.94,,,,,,,,,
12,3.27,3.87,4.33,4.77,5.18,5.59,5.99,6.38,6.76,7.14,7.52,7.89,,,,,,,,
13,2.86,3.46,3.91,4.35,4.77,5.17,5.57,5.96,6.34,6.72,7.10,7.47,7.84,,,,,,,
14,2.44,3.04,3.50,3.93,4.35,4.75,5.15,5.54,5.93,6.31,6.68,7.05,7.42,7.79,,,,,,
15,2.02,2.62,3.08,3.51,3.93,4.34,4.73,5.12,5.51,5.89,6.26,6.64,7.01,7.37,7.74,,,,,
16,1.60,2.20,2.66,3.09,3.51,3.92,4.31,4.70,5.09,5.47,5.85,6.22,6.59,6.95,7.32,7.68,,,,
17,1.18,1.78,2.24,2.67,3.09,3.50,3.89,4.28,4.67,5.05,5.42,5.79,6.16,6.53,6.89,7.25,7.61,,,
18,0.77,1.36,1.81,2.24,2.65,3.06,3.45,3.84,4.22,4.60,4.97,5.34,5.71,6.07,6.43,6.79,7.15,7.51,,
19,0.35,0.92,1.34,1.75,2.14,2.53,2.91,3.28,3.65,4.02,4.38,4.74,5.10,5.45,5.81,6.16,6.51,6.86,7.20,
20,0.00,0.41,0.71,1.01,1.31,1.61,1.91,2.21,2.51,2.81,3.11,3.41,3.71,4.01,4.31,4.61,4.91,5.21,5.51,5.81
