i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.56,,,,,,,,,,,,,,,,,,
2,0.56,1.46,,,,,,,,,,,,,,,,,
3,0.56,1.46,2.39,,,,,,,,,,,,,,,,
4,0.56,1.46,2.39,3.33,,,,,,,,,,,,,,,
5,0.56,1.46,2.39,3.33,4.28,,,,,,,,,,,,,,
6,0.56,1.46,2.39,3.33,4.28,5.23,,,,,,,,,,,,,
7,0.56,1.46,2.39,3.33,4.28,5.23,6.19,,,,,,,,,,,,
8,0.56,1.46,2.39,3.33,4.28,5.23,6.19,7.14,,,,,,,,,,,
9,0.56,1.46,2.39,3.33,4.28,5.23,6.19,7.14,8.11,,,,,,,,,,
10,0.56,1.46,2.39,3.33,4.28,5.23,6.19,7.14,8.11,9.07,,,,,,,,,
11,0.56,1.46,2.39,3.33,4.28,5.23,6.19,7.14,8.11,9.07,10.03,,,,,,,,
12,0.56,1.46,2.39,3.33,4.28,5.23,6.19,7.14,8.11,9.07,10.03,11.00,,,,,,,
13,0.56,1.46,2.39,3.33,4.28,5.23,6.19,7.14,8.11,9.07,10.03,11.00,11.97,,,,,,
14,0.56,1.46,2.39,3.33,4.28,5.23,6.19,7.14,8.11,9.07,10.03,11.00,11.97,13.19,,,,,
15,0.56,1.46,2.39,3.33,4.28,5.23,6.19,7.14,8.10,9.07,10.03,11.00,11.97,13.19,14.29,,,,
16,0.56,1.46,2.39,3.33,4.28,5.23,6.19,7.14,8.10,9.07,10.03,11.00,11.97,13.19,14.29,14.20,,,
17,0.56,1.46,2.39,3.33,4.28,5.23,6.18,7.14,8.10,9.06,10.03,11.00,11.97,13.19,14.29,14.20,14.59,,
18,0.55,1.45,2.38,3.31,4.26,5.21,6.16,7.12,8.08,9.04,10.01,10.97,11.94,13.03,14.29,14.20,14.59,15.49,
19,0.47,1.35,2.26,3.18,4.11,5.05,6.00,6.94,7.89,8.85,9.80,10.76,11.72,12.68,13.78,14.20,14.58,15.49,16.39
