i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.51,,,,,,,,,,,,,,,,,,,
2,8.06,8.68,,,,,,,,,,,,,,,,,,
3,7.60,8.23,8.70,,,,,,,,,,,,,,,,,
4,7.15,7.78,8.24,8.70,,,,,,,,,,,,,,,,
5,6.70,7.32,7.79,8.24,8.68,,,,,,,,,,,,,,,
6,6.24,6.87,7.34,7.79,8.23,8.65,,,,,,,,,,,,,,
7,5.79,6.42,6.88,7.34,7.77,8.20,8.61,,,,,,,,,,,,,
8,5.34,5.96,6.43,6.88,7.32,7.74,8.16,8.56,,,,,,,,,,,,
9,4.88,5.51,5.98,6.43,6.87,7.29,7.70,8.11,8.51,,,,,,,,,,,
10,4.43,5.06,5.52,5.98,6.41,6.84,7.25,7.65,8.05,8.45,,,,,,,,,,
11,3.98,4.60,5.07,5.52,5.96,6.38,6.80,7.20,7.60,7.99,8.38,,,,,,,,,
12,3.52,4.15,4.62,5.07,5.51,5.93,6.34,6.75,7.15,7.54,7.93,8.31,,,,,,,,
13,3.07,3.70,4.16,4.62,5.05,5.48,5.89,6.30,6.69,7.09,7.48,7.86,8.24,,,,,,,
14,2.62,3.24,3.71,4.16,4.60,5.02,5.44,5.84,6.24,6.63,7.02,7.41,7.79,8.16,,,,,,
15,2.16,2.79,3.26,3.71,4.15,4.57,4.98,5.39,5.79,6.18,6.57,6.95,7.33,7.71,8.09,,,,,
16,1.71,2.34,2.80,3.26,3.69,4.12,4.53,4.93,5.33,5.73,6.11,6.50,6.88,7.26,7.63,8.00,,,,
17,1.26,1.88,2.35,2.80,3.23,3.66,4.07,4.47,4.87,5.26,5.65,6.04,6.42,6.79,7.17,7.54,7.91,,,
18,0.81,1.42,1.88,2.33,2.76,3.17,3.58,3.98,4.38,4.77,5.15,5.54,5.91,6.29,6.66,7.03,7.40,7.76,,
19,0.35,0.93,1.36,1.78,2.19,2.59,2.98,3.36,3.74,4.12,4.49,4.86,5.22,5.59,5.95,6.31,6.67,7.02,7.38,
20,0.00,0.40,0.70,1.00,1.30,1.60,1.90,2.20,2.50,2.80,3.10,3.40,3.70,4.00,4.30,4.60,4.90,5.20,5.50,5.80
