i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.28,,,,,,,,,,,,,,,,,,,
2,6.89,7.43,,,,,,,,,,,,,,,,,,
3,6.50,7.04,7.49,,,,,,,,,,,,,,,,,
4,6.11,6.65,7.10,7.52,,,,,,,,,,,,,,,,
5,5.72,6.26,6.71,7.13,7.54,,,,,,,,,,,,,,,
6,5.33,5.87,6.32,6.74,7.15,7.55,,,,,,,,,,,,,,
7,4.94,5.48,5.93,6.35,6.76,7.16,7.54,,,,,,,,,,,,,
8,4.55,5.09,5.54,5.96,6.37,6.77,7.15,7.54,,,,,,,,,,,,
9,4.16,4.70,5.15,5.57,5.98,6.38,6.77,7.15,7.52,,,,,,,,,,,
10,3.77,4.31,4.76,5.18,5.59,5.99,6.38,6.76,7.13,7.51,,,,,,,,,,
11,3.38,3.92,4.37,4.79,5.20,5.60,5.99,6.37,6.74,7.12,7.48,,,,,,,,,
12,2.99,3.53,3.98,4.40,4.81,5.21,5.60,5.98,6.35,6.73,7.09,7.46,,,,,,,,
13,2.60,3.14,3.59,4.01,4.42,4.82,5.21,5.59,5.96,6.34,6.70,7.07,7.43,,,,,,,
14,2.21,2.75,3.20,3.63,4.03,4.43,4.82,5.20,5.58,5.95,6.32,6.68,7.04,7.40,,,,,,
15,1.82,2.36,2.81,3.24,3.64,4.04,4.43,4.81,5.19,5.56,5.93,6.29,6.65,7.01,7.37,,,,,
16,1.43,1.97,2.42,2.85,3.25,3.65,4.04,4.42,4.80,5.17,5.53,5.90,6.26,6.62,6.98,7.33,,,,
17,1.05,1.58,2.03,2.45,2.86,3.26,3.64,4.03,4.40,4.77,5.14,5.51,5.87,6.23,6.58,6.94,7.29,,,
18,0.66,1.19,1.63,2.05,2.46,2.85,3.24,3.62,3.99,4.36,4.73,5.09,5.45,5.81,6.16,6.52,6.87,7.22,,
19,0.29,0.79,1.21,1.61,1.99,2.37,2.74,3.11,3.47,3.84,4.19,4.55,4.90,5.25,5.60,5.95,6.29,6.64,6.98,
20,0.00,0.35,0.65,0.95,1.25,1.55,1.85,2.15,2.45,2.75,3.05,3.35,3.65,3.95,4.25,4.55,4.85,5.15,5.45,5.75
