i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.61,,,,,,,,,,,,,,,,,,
2,0.61,1.39,,,,,,,,,,,,,,,,,
3,0.61,1.39,2.26,,,,,,,,,,,,,,,,
4,0.61,1.39,2.26,3.11,,,,,,,,,,,,,,,
5,0.61,1.39,2.26,3.11,3.98,,,,,,,,,,,,,,
6,0.61,1.39,2.26,3.11,3.98,4.88,,,,,,,,,,,,,
7,0.61,1.39,2.26,3.11,3.98,4.88,5.78,,,,,,,,,,,,
8,0.61,1.39,2.26,3.11,3.98,4.88,5.78,6.68,,,,,,,,,,,
9,0.61,1.39,2.26,3.11,3.98,4.88,5.78,6.68,7.60,,,,,,,,,,
10,0.61,1.39,2.26,3.11,3.98,4.88,5.78,6.68,7.60,8.52,,,,,,,,,
11,0.61,1.39,2.26,3.11,3.98,4.88,5.78,6.68,7.60,8.52,9.44,,,,,,,,
12,0.61,1.39,2.26,3.11,3.98,4.88,5.78,6.68,7.60,8.52,9.44,10.37,,,,,,,
13,0.61,1.39,2.26,3.11,3.98,4.88,5.78,6.68,7.60,8.52,9.44,10.37,11.30,,,,,,
14,0.61,1.39,2.26,3.11,3.98,4.88,5.78,6.68,7.60,8.52,9.44,10.37,11.30,12.23,,,,,
15,0.61,1.39,2.26,3.11,3.98,4.87,5.77,6.68,7.60,8.52,9.44,10.37,11.30,12.23,13.16,,,,
16,0.60,1.39,2.25,3.10,3.98,4.87,5.77,6.67,7.59,8.51,9.43,10.36,11.29,12.22,13.16,14.09,,,
17,0.59,1.37,2.23,3.08,3.95,4.84,5.74,6.64,7.56,8.47,9.39,10.32,11.25,12.18,13.12,14.05,14.99,,
18,0.51,1.28,2.13,2.95,3.82,4.70,5.59,6.48,7.39,8.30,9.21,10.13,11.06,11.98,12.91,13.84,14.78,15.71,
19,0.33,0.99,1.72,2.50,3.30,4.13,4.97,5.83,6.70,7.57,8.45,9.34,10.24,11.13,12.04,12.94,13.85,14.76,15.68
