i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.73,,,,,,,,,,,,,,,,,,
2,0.73,1.63,,,,,,,,,,,,,,,,,
3,0.73,1.63,2.57,,,,,,,,,,,,,,,,
4,0.73,1.63,2.57,3.51,,,,,,,,,,,,,,,
5,0.73,1.63,2.57,3.51,4.47,,,,,,,,,,,,,,
6,0.73,1.63,2.57,3.51,4.47,5.42,,,,,,,,,,,,,
7,0.73,1.63,2.57,3.51,4.47,5.42,6.38,,,,,,,,,,,,
8,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,,,,,,,,,,,
9,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,8.31,,,,,,,,,,
10,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,8.31,9.26,,,,,,,,,
11,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,8.31,9.26,10.31,,,,,,,,
12,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,8.31,9.27,10.31,11.22,,,,,,,
13,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,8.31,9.27,10.31,11.22,11.70,,,,,,
14,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,8.31,9.27,10.31,11.22,11.70,11.60,,,,,
15,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,8.31,9.27,10.31,11.22,11.70,11.60,12.80,,,,
16,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,8.31,9.27,10.29,11.22,11.70,11.60,12.80,13.50,,,
17,0.73,1.63,2.57,3.51,4.47,5.42,6.38,7.35,8.31,9.27,10.24,11.22,11.70,11.60,12.80,13.50,14.61,,
18,0.72,1.62,2.56,3.50,4.45,5.41,6.37,7.33,8.30,9.26,10.24,11.22,11.70,11.60,12.80,13.50,14.61,15.40,
19,0.64,1.54,2.46,3.39,4.33,5.28,6.23,7.19,8.14,9.10,10.09,11.09,11.70,11.60,12.80,13.50,14.60,15.40,16.42
