i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.14,,,,,,,,,,,,,,,,,,,
2,7.71,8.33,,,,,,,,,,,,,,,,,,
3,7.28,7.90,8.36,,,,,,,,,,,,,,,,,
4,6.85,7.46,7.93,8.37,,,,,,,,,,,,,,,,
5,6.42,7.03,7.49,7.93,8.36,,,,,,,,,,,,,,,
6,5.99,6.60,7.06,7.50,7.93,8.34,,,,,,,,,,,,,,
7,5.55,6.17,6.63,7.07,7.50,7.91,8.31,,,,,,,,,,,,,
8,5.12,5.74,6.20,6.64,7.06,7.48,7.88,8.27,,,,,,,,,,,,
9,4.69,5.31,5.77,6.21,6.63,7.05,7.45,7.84,8.23,,,,,,,,,,,
10,4.26,4.88,5.34,5.78,6.20,6.61,7.02,7.41,7.80,8.18,,,,,,,,,,
11,3.83,4.45,4.91,5.35,5.77,6.18,6.59,6.98,7.37,7.75,8.13,,,,,,,,,
12,3.40,4.02,4.48,4.92,5.34,5.75,6.15,6.55,6.94,7.32,7.70,8.08,,,,,,,,
13,2.97,3.58,4.05,4.49,4.91,5.32,5.72,6.12,6.51,6.89,7.27,7.65,8.02,,,,,,,
14,2.54,3.15,3.61,4.06,4.48,4.89,5.29,5.69,6.08,6.46,6.84,7.22,7.59,7.96,,,,,,
15,2.11,2.72,3.18,3.62,4.05,4.46,4.86,5.26,5.64,6.03,6.41,6.78,7.16,7.53,7.90,,,,,
16,1.68,2.29,2.75,3.19,3.62,4.03,4.43,4.82,5.21,5.60,5.98,6.35,6.73,7.10,7.46,7.83,,,,
17,1.24,1.86,2.32,2.76,3.18,3.59,3.99,4.39,4.77,5.16,5.54,5.91,6.29,6.66,7.02,7.39,7.75,,,
18,0.82,1.42,1.87,2.31,2.73,3.13,3.53,3.93,4.31,4.69,5.07,5.44,5.81,6.18,6.55,6.91,7.27,7.63,,
19,0.37,0.96,1.39,1.80,2.19,2.58,2.97,3.34,3.72,4.08,4.45,4.81,5.17,5.53,5.89,6.24,6.60,6.95,7.30,
20,0.00,0.43,0.73,1.03,1.33,1.63,1.93,2.23,2.53,2.83,3.13,3.43,3.73,4.03,4.33,4.63,4.93,5.23,5.53,5.83
