i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.96,,,,,,,,,,,,,,,,,,,
2,6.58,7.08,,,,,,,,,,,,,,,,,,
3,6.21,6.7,7.15,,,,,,,,,,,,,,,,,
4,5.83,6.33,6.77,7.19,,,,,,,,,,,,,,,,
5,5.46,5.95,6.4,6.81,7.22,,,,,,,,,,,,,,,
6,5.08,5.58,6.02,6.44,6.84,7.23,,,,,,,,,,,,,,
7,4.71,5.2,5.65,6.07,6.47,6.86,7.24,,,,,,,,,,,,,
8,4.34,4.83,5.27,5.69,6.09,6.49,6.87,7.25,,,,,,,,,,,,
9,3.96,4.46,4.9,5.32,5.72,6.11,6.5,6.87,7.24,,,,,,,,,,,
10,3.59,4.08,4.53,4.94,5.35,5.74,6.12,6.5,6.87,7.24,,,,,,,,,,
11,3.21,3.71,4.15,4.57,4.97,5.36,5.75,6.12,6.5,6.86,7.23,,,,,,,,,
12,2.84,3.33,3.78,4.19,4.6,4.99,5.37,5.75,6.12,6.49,6.85,7.22,,,,,,,,
13,2.46,2.96,3.4,3.82,4.22,4.61,5.0,5.38,5.75,6.12,6.48,6.84,7.2,,,,,,,
14,2.09,2.58,3.03,3.45,3.85,4.24,4.62,5.0,5.37,5.74,6.11,6.47,6.83,7.18,,,,,,
15,1.72,2.21,2.65,3.07,3.47,3.87,4.25,4.63,5.0,5.37,5.73,6.09,6.45,6.81,7.16,,,,,
16,1.34,1.84,2.28,2.7,3.1,3.49,3.88,4.25,4.62,4.99,5.36,5.72,6.08,6.43,6.79,7.14,,,,
17,0.97,1.46,1.9,2.32,2.72,3.11,3.5,3.87,4.25,4.61,4.98,5.34,5.7,6.05,6.41,6.76,7.11,,,
18,0.6,1.09,1.52,1.94,2.34,2.73,3.11,3.48,3.85,4.22,4.58,4.94,5.3,5.65,6.01,6.36,6.71,7.05,,
19,0.25,0.7,1.12,1.51,1.9,2.27,2.64,3.01,3.37,3.72,4.08,4.43,4.78,5.13,5.47,5.82,6.16,6.5,6.84,
20,0.0,0.3,0.6,0.9,1.2,1.5,1.8,2.1,2.4,2.7,3.0,3.3,3.6,3.9,4.2,4.5,4.8,5.1,5.4,5.7
