i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.53,,,,,,,,,,,,,,,,,,
2,0.53,1.39,,,,,,,,,,,,,,,,,
3,0.53,1.39,2.28,,,,,,,,,,,,,,,,
4,0.53,1.39,2.28,3.18,,,,,,,,,,,,,,,
5,0.53,1.39,2.28,3.18,4.1,,,,,,,,,,,,,,
6,0.53,1.39,2.28,3.18,4.1,5.02,,,,,,,,,,,,,
7,0.53,1.39,2.28,3.18,4.1,5.02,5.95,,,,,,,,,,,,
8,0.53,1.39,2.28,3.18,4.1,5.02,5.95,6.88,,,,,,,,,,,
9,0.53,1.39,2.28,3.18,4.1,5.02,5.95,6.88,7.82,,,,,,,,,,
10,0.53,1.39,2.28,3.18,4.1,5.02,5.95,6.88,7.82,8.76,,,,,,,,,
11,0.53,1.39,2.28,3.18,4.1,5.02,5.95,6.88,7.82,8.76,9.7,,,,,,,,
12,0.53,1.39,2.28,3.18,4.1,5.02,5.95,6.88,7.82,8.76,9.7,10.65,,,,,,,
13,0.53,1.39,2.28,3.18,4.1,5.02,5.95,6.88,7.82,8.76,9.7,10.65,11.59,,,,,,
14,0.53,1.39,2.28,3.18,4.1,5.02,5.95,6.88,7.82,8.76,9.7,10.65,11.59,12.54,,,,,
15,0.53,1.39,2.28,3.18,4.1,5.02,5.95,6.88,7.82,8.76,9.7,10.64,11.59,12.54,13.49,,,,
16,0.53,1.38,2.27,3.18,4.1,5.02,5.95,6.88,7.82,8.76,9.7,10.64,11.59,12.54,13.48,14.44,,,
17,0.53,1.38,2.26,3.17,4.08,5.01,5.93,6.87,7.8,8.74,9.68,10.62,11.57,12.52,13.47,14.42,15.37,,
18,0.5,1.33,2.21,3.1,4.01,4.93,5.85,6.78,7.71,8.65,9.59,10.53,11.47,12.41,13.36,14.31,15.26,16.21,
19,0.36,1.1,1.91,2.76,3.63,4.52,5.41,6.31,7.22,8.13,9.05,9.97,10.9,11.82,12.75,13.69,14.62,15.56,16.5
