i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.21,,,,,,,,,,,,,,,,,,,
2,3.99,4.31,,,,,,,,,,,,,,,,,,
3,3.76,4.09,4.47,,,,,,,,,,,,,,,,,
4,3.53,3.86,4.24,4.60,,,,,,,,,,,,,,,,
5,3.31,3.64,4.02,4.38,4.73,,,,,,,,,,,,,,,
6,3.08,3.41,3.79,4.15,4.51,4.86,,,,,,,,,,,,,,
7,2.86,3.19,3.56,3.93,4.28,4.63,4.98,,,,,,,,,,,,,
8,2.63,2.96,3.34,3.70,4.06,4.41,4.75,5.10,,,,,,,,,,,,
9,2.41,2.74,3.11,3.48,3.83,4.18,4.53,4.87,5.21,,,,,,,,,,,
10,2.18,2.51,2.89,3.25,3.61,3.96,4.30,4.65,4.99,5.32,,,,,,,,,,
11,1.96,2.29,2.66,3.03,3.38,3.73,4.08,4.42,4.76,5.10,5.43,,,,,,,,,
12,1.73,2.06,2.44,2.80,3.16,3.51,3.85,4.19,4.53,4.87,5.21,5.54,,,,,,,,
13,1.51,1.84,2.21,2.58,2.93,3.28,3.63,3.97,4.31,4.65,4.98,5.32,5.65,,,,,,,
14,1.28,1.61,1.99,2.35,2.71,3.06,3.40,3.74,4.08,4.42,4.76,5.09,5.42,5.75,,,,,,
15,1.06,1.39,1.76,2.13,2.48,2.83,3.18,3.52,3.86,4.20,4.53,4.86,5.20,5.53,5.86,,,,,
16,0.83,1.16,1.54,1.90,2.26,2.61,2.95,3.29,3.63,3.97,4.31,4.64,4.97,5.30,5.63,5.96,,,,
17,0.61,0.93,1.31,1.67,2.03,2.38,2.73,3.07,3.41,3.74,4.08,4.41,4.75,5.08,5.41,5.74,6.06,,,
18,0.38,0.71,1.08,1.45,1.80,2.15,2.50,2.84,3.18,3.51,3.85,4.18,4.51,4.84,5.17,5.50,5.83,6.16,,
19,0.16,0.48,0.85,1.20,1.55,1.89,2.23,2.57,2.91,3.24,3.57,3.90,4.23,4.56,4.89,5.21,5.54,5.86,6.18,
20,0.00,0.23,0.53,0.83,1.13,1.43,1.73,2.03,2.33,2.63,2.93,3.23,3.53,3.83,4.13,4.43,4.73,5.03,5.33,5.63
