i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.53,,,,,,,,,,,,,,,,,,
2,0.53,1.34,,,,,,,,,,,,,,,,,
3,0.53,1.34,2.23,,,,,,,,,,,,,,,,
4,0.53,1.34,2.23,3.09,,,,,,,,,,,,,,,
5,0.53,1.34,2.23,3.09,3.98,,,,,,,,,,,,,,
6,0.53,1.34,2.23,3.09,3.98,4.88,,,,,,,,,,,,,
7,0.53,1.34,2.23,3.09,3.98,4.88,5.79,,,,,,,,,,,,
8,0.53,1.34,2.23,3.09,3.98,4.88,5.79,6.71,,,,,,,,,,,
9,0.53,1.34,2.23,3.09,3.98,4.88,5.79,6.71,7.63,,,,,,,,,,
10,0.53,1.34,2.23,3.09,3.98,4.88,5.79,6.71,7.63,8.55,,,,,,,,,
11,0.53,1.34,2.23,3.09,3.98,4.88,5.79,6.71,7.63,8.55,9.49,,,,,,,,
12,0.53,1.34,2.23,3.09,3.98,4.88,5.79,6.71,7.63,8.55,9.49,10.42,,,,,,,
13,0.53,1.34,2.23,3.09,3.98,4.88,5.79,6.71,7.63,8.55,9.49,10.42,11.35,,,,,,
14,0.53,1.34,2.23,3.09,3.98,4.88,5.79,6.71,7.63,8.55,9.48,10.42,11.35,12.29,,,,,
15,0.53,1.34,2.23,3.09,3.98,4.88,5.79,6.70,7.63,8.55,9.48,10.42,11.35,12.29,13.23,,,,
16,0.53,1.34,2.23,3.09,3.97,4.87,5.78,6.70,7.62,8.55,9.48,10.41,11.35,12.29,13.23,14.17,,,
17,0.52,1.33,2.19,3.07,3.96,4.85,5.76,6.68,7.60,8.52,9.45,10.38,11.32,12.26,13.20,14.14,15.08,,
18,0.48,1.26,2.11,2.98,3.85,4.74,5.64,6.55,7.47,8.39,9.31,10.24,11.17,12.10,13.04,13.97,14.91,15.85,
19,0.33,1.00,1.76,2.56,3.39,4.24,5.10,5.98,6.86,7.75,8.64,9.54,10.45,11.36,12.27,13.19,14.11,15.03,15.95
