i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.51,,,,,,,,,,,,,,,,,,
2,0.51,1.38,,,,,,,,,,,,,,,,,
3,0.51,1.38,2.28,,,,,,,,,,,,,,,,
4,0.51,1.38,2.28,3.20,,,,,,,,,,,,,,,
5,0.51,1.38,2.28,3.20,4.12,,,,,,,,,,,,,,
6,0.51,1.38,2.28,3.20,4.12,5.06,,,,,,,,,,,,,
7,0.51,1.38,2.28,3.20,4.12,5.06,5.99,,,,,,,,,,,,
8,0.51,1.38,2.28,3.20,4.12,5.06,5.99,6.93,,,,,,,,,,,
9,0.51,1.38,2.28,3.20,4.12,5.06,5.99,6.93,7.87,,,,,,,,,,
10,0.51,1.38,2.28,3.20,4.12,5.06,5.99,6.93,7.87,8.82,,,,,,,,,
11,0.51,1.38,2.28,3.20,4.12,5.06,5.99,6.93,7.87,8.82,9.77,,,,,,,,
12,0.51,1.38,2.28,3.20,4.12,5.06,5.99,6.93,7.87,8.82,9.77,10.72,,,,,,,
13,0.51,1.38,2.28,3.20,4.12,5.06,5.99,6.93,7.87,8.82,9.77,10.72,11.67,,,,,,
14,0.51,1.38,2.28,3.20,4.12,5.06,5.99,6.93,7.87,8.82,9.77,10.72,11.67,12.62,,,,,
15,0.51,1.38,2.28,3.20,4.12,5.06,5.99,6.93,7.87,8.82,9.77,10.72,11.67,12.62,13.58,,,,
16,0.51,1.38,2.28,3.20,4.12,5.05,5.99,6.93,7.87,8.82,9.76,10.71,11.67,12.62,13.57,14.53,,,
17,0.51,1.38,2.27,3.19,4.11,5.04,5.98,6.92,7.86,8.81,9.75,10.70,11.65,12.61,13.56,14.52,15.47,,
18,0.49,1.34,2.23,3.14,4.06,4.99,5.92,6.86,7.80,8.74,9.68,10.63,11.58,12.53,13.48,14.44,15.39,16.35,
19,0.36,1.15,1.99,2.87,3.75,4.65,5.56,6.48,7.40,8.32,9.25,10.18,11.12,12.05,12.99,13.93,14.88,15.82,16.77
