i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.09,,,,,,,,,,,,,,,,,,
2,1.09,1.89,,,,,,,,,,,,,,,,,
3,1.09,1.89,2.76,,,,,,,,,,,,,,,,
4,1.09,1.89,2.76,3.65,,,,,,,,,,,,,,,
5,1.09,1.89,2.76,3.65,4.56,,,,,,,,,,,,,,
6,1.09,1.89,2.76,3.65,4.56,5.46,,,,,,,,,,,,,
7,1.09,1.89,2.76,3.65,4.56,5.46,6.37,,,,,,,,,,,,
8,1.09,1.89,2.76,3.65,4.56,5.46,6.37,7.29,,,,,,,,,,,
9,1.09,1.89,2.76,3.65,4.56,5.46,6.37,7.29,8.21,,,,,,,,,,
10,1.09,1.89,2.76,3.65,4.56,5.46,6.37,7.29,8.21,9.13,,,,,,,,,
11,1.09,1.89,2.76,3.65,4.56,5.46,6.37,7.29,8.21,9.13,10.05,,,,,,,,
12,1.09,1.89,2.76,3.65,4.56,5.46,6.37,7.29,8.21,9.13,10.05,10.98,,,,,,,
13,1.09,1.89,2.76,3.65,4.56,5.46,6.37,7.29,8.21,9.13,10.05,10.98,11.91,,,,,,
14,1.09,1.89,2.75,3.65,4.55,5.46,6.37,7.29,8.21,9.13,10.05,10.98,11.91,12.84,,,,,
15,1.09,1.89,2.75,3.65,4.55,5.46,6.37,7.28,8.20,9.13,10.05,10.98,11.91,12.84,13.78,,,,
16,1.08,1.88,2.75,3.64,4.55,5.45,6.36,7.28,8.19,9.12,10.04,10.97,11.90,12.83,13.77,14.70,,,
17,1.06,1.86,2.72,3.61,4.51,5.42,6.33,7.24,8.15,9.08,10.00,10.93,11.85,12.79,13.72,14.65,15.59,,
18,0.98,1.74,2.58,3.46,4.35,5.25,6.15,7.05,7.96,8.88,9.79,10.71,11.64,12.56,13.49,14.42,15.35,16.29,
19,0.60,1.35,2.14,2.95,3.77,4.61,5.46,6.33,7.20,8.07,8.96,9.84,10.74,11.63,12.54,13.44,14.35,15.26,16.17
