i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.87,,,,,,,,,,,,,,,,,,
2,0.87,1.67,,,,,,,,,,,,,,,,,
3,0.87,1.67,2.53,,,,,,,,,,,,,,,,
4,0.87,1.67,2.53,3.43,,,,,,,,,,,,,,,
5,0.87,1.67,2.53,3.43,4.34,,,,,,,,,,,,,,
6,0.87,1.67,2.53,3.43,4.34,5.25,,,,,,,,,,,,,
7,0.87,1.67,2.53,3.43,4.34,5.25,6.17,,,,,,,,,,,,
8,0.87,1.67,2.53,3.43,4.34,5.25,6.17,7.09,,,,,,,,,,,
9,0.87,1.67,2.53,3.43,4.34,5.25,6.17,7.09,8.02,,,,,,,,,,
10,0.87,1.67,2.53,3.43,4.34,5.25,6.17,7.09,8.02,8.94,,,,,,,,,
11,0.87,1.67,2.53,3.43,4.34,5.25,6.17,7.09,8.02,8.94,9.88,,,,,,,,
12,0.87,1.67,2.53,3.43,4.34,5.25,6.17,7.09,8.02,8.94,9.88,10.81,,,,,,,
13,0.87,1.67,2.53,3.43,4.34,5.25,6.17,7.09,8.02,8.94,9.88,10.81,11.74,,,,,,
14,0.87,1.67,2.53,3.43,4.34,5.25,6.17,7.09,8.02,8.94,9.87,10.81,11.74,12.68,,,,,
15,0.87,1.67,2.53,3.43,4.34,5.25,6.17,7.09,8.01,8.94,9.87,10.81,11.74,12.68,13.62,,,,
16,0.87,1.67,2.53,3.43,4.34,5.25,6.16,7.08,8.01,8.94,9.87,10.80,11.74,12.67,13.61,14.56,,,
17,0.85,1.65,2.51,3.41,4.31,5.22,6.14,7.06,7.98,8.91,9.84,10.77,11.70,12.64,13.58,14.52,15.46,,
18,0.80,1.57,2.41,3.29,4.19,5.09,6.00,6.91,7.83,8.75,9.68,10.61,11.54,12.47,13.40,14.34,15.28,16.22,
19,0.50,1.24,2.03,2.85,3.69,4.54,5.41,6.29,7.17,8.06,8.96,9.86,10.76,11.67,12.58,13.50,14.42,15.34,16.26
