i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.94,,,,,,,,,,,,,,,,,,,
2,3.73,4.00,,,,,,,,,,,,,,,,,,
3,3.51,3.79,4.16,,,,,,,,,,,,,,,,,
4,3.30,3.57,3.95,4.31,,,,,,,,,,,,,,,,
5,3.09,3.36,3.74,4.10,4.45,,,,,,,,,,,,,,,
6,2.88,3.15,3.52,3.89,4.24,4.59,,,,,,,,,,,,,,
7,2.66,2.94,3.31,3.67,4.03,4.37,4.72,,,,,,,,,,,,,
8,2.45,2.72,3.10,3.46,3.81,4.16,4.51,4.85,,,,,,,,,,,,
9,2.24,2.51,2.89,3.25,3.60,3.95,4.29,4.63,4.97,,,,,,,,,,,
10,2.03,2.30,2.67,3.04,3.39,3.74,4.08,4.42,4.76,5.09,,,,,,,,,,
11,1.81,2.09,2.46,2.82,3.18,3.52,3.87,4.21,4.54,4.88,5.21,,,,,,,,,
12,1.60,1.87,2.25,2.61,2.96,3.31,3.65,3.99,4.33,4.67,5.00,5.33,,,,,,,,
13,1.39,1.66,2.04,2.40,2.75,3.10,3.44,3.78,4.12,4.46,4.79,5.12,5.45,,,,,,,
14,1.18,1.45,1.82,2.19,2.54,2.89,3.23,3.57,3.91,4.24,4.58,4.91,5.24,5.57,,,,,,
15,0.96,1.24,1.61,1.97,2.33,2.67,3.02,3.36,3.69,4.03,4.36,4.70,5.03,5.36,5.70,,,,,
16,0.75,1.02,1.40,1.76,2.11,2.46,2.80,3.14,3.48,3.82,4.15,4.48,4.81,5.14,5.49,5.78,,,,
17,0.54,0.81,1.19,1.55,1.90,2.25,2.59,2.93,3.27,3.60,3.94,4.27,4.60,4.93,5.27,5.57,5.99,,,
18,0.33,0.60,0.97,1.33,1.69,2.03,2.38,2.71,3.05,3.39,3.72,4.05,4.38,4.71,5.06,5.36,5.77,5.90,,
19,0.13,0.38,0.75,1.10,1.45,1.79,2.13,2.47,2.80,3.13,3.46,3.79,4.12,4.44,4.77,5.10,5.42,5.71,2.98,
20,0.00,0.16,0.46,0.76,1.06,1.36,1.66,1.96,2.26,2.56,2.86,3.16,3.46,3.76,4.06,4.36,4.66,4.96,5.26,5.56
