i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.60,,,,,,,,,,,,,,,,,,,
2,8.14,8.78,,,,,,,,,,,,,,,,,,
3,7.68,8.33,8.80,,,,,,,,,,,,,,,,,
4,7.23,7.87,8.34,8.79,,,,,,,,,,,,,,,,
5,6.77,7.42,7.88,8.34,8.77,,,,,,,,,,,,,,,
6,6.32,6.96,7.43,7.88,8.32,8.74,,,,,,,,,,,,,,
7,5.86,6.50,6.97,7.43,7.86,8.28,8.70,,,,,,,,,,,,,
8,5.41,6.05,6.52,6.97,7.41,7.83,8.24,8.65,,,,,,,,,,,,
9,4.95,5.59,6.06,6.51,6.95,7.37,7.79,8.19,8.59,,,,,,,,,,,
10,4.50,5.14,5.61,6.06,6.49,6.92,7.33,7.74,8.13,8.53,,,,,,,,,,
11,4.04,4.68,5.15,5.60,6.04,6.46,6.87,7.28,7.68,8.07,8.46,,,,,,,,,
12,3.58,4.23,4.70,5.15,5.58,6.01,6.42,6.82,7.22,7.62,8.01,8.39,,,,,,,,
13,3.13,3.77,4.24,4.69,5.13,5.55,5.96,6.37,6.77,7.16,7.55,7.93,8.31,,,,,,,
14,2.67,3.32,3.78,4.24,4.67,5.10,5.51,5.91,6.31,6.71,7.09,7.48,7.86,8.24,,,,,,
15,2.22,2.86,3.33,3.78,4.22,4.64,5.05,5.46,5.86,6.25,6.64,7.02,7.40,7.78,8.16,,,,,
16,1.76,2.40,2.87,3.32,3.76,4.18,4.60,5.00,5.40,5.79,6.18,6.56,6.95,7.32,7.70,8.07,,,,
17,1.31,1.95,2.41,2.86,3.30,3.72,4.13,4.54,4.94,5.33,5.72,6.10,6.48,6.86,7.23,7.60,7.97,,,
18,0.85,1.49,1.94,2.39,2.82,3.23,3.64,4.04,4.44,4.83,5.21,5.60,5.97,6.35,6.72,7.09,7.46,7.82,,
19,0.38,0.98,1.42,1.84,2.24,2.64,3.03,3.41,3.79,4.17,4.54,4.91,5.28,5.64,6.00,6.36,6.72,7.08,7.43,
20,0.00,0.44,0.74,1.04,1.34,1.64,1.94,2.24,2.54,2.84,3.14,3.44,3.74,4.04,4.34,4.64,4.94,5.24,5.54,5.84
