i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.95,,,,,,,,,,,,,,,,,,
2,0.95,1.70,,,,,,,,,,,,,,,,,
3,0.95,1.70,2.52,,,,,,,,,,,,,,,,
4,0.95,1.70,2.52,3.41,,,,,,,,,,,,,,,
5,0.95,1.70,2.52,3.41,4.31,,,,,,,,,,,,,,
6,0.95,1.70,2.52,3.41,4.31,5.21,,,,,,,,,,,,,
7,0.95,1.70,2.52,3.41,4.31,5.21,6.12,,,,,,,,,,,,
8,0.95,1.70,2.52,3.41,4.31,5.21,6.12,7.03,,,,,,,,,,,
9,0.95,1.70,2.52,3.41,4.31,5.21,6.12,7.03,7.95,,,,,,,,,,
10,0.95,1.70,2.52,3.41,4.31,5.21,6.12,7.03,7.95,8.88,,,,,,,,,
11,0.95,1.70,2.52,3.41,4.31,5.21,6.12,7.03,7.95,8.88,9.80,,,,,,,,
12,0.95,1.70,2.52,3.41,4.31,5.21,6.12,7.03,7.95,8.88,9.80,10.73,,,,,,,
13,0.95,1.70,2.52,3.41,4.31,5.21,6.12,7.03,7.95,8.88,9.80,10.73,11.66,,,,,,
14,0.95,1.70,2.52,3.41,4.31,5.21,6.12,7.03,7.95,8.88,9.80,10.73,11.66,12.60,,,,,
15,0.95,1.70,2.52,3.41,4.30,5.21,6.12,7.03,7.95,8.87,9.80,10.73,11.66,12.59,13.53,,,,
16,0.95,1.69,2.51,3.40,4.30,5.20,6.11,7.03,7.94,8.87,9.79,10.72,11.65,12.59,13.52,14.46,,,
17,0.93,1.67,2.49,3.38,4.27,5.17,6.08,6.99,7.91,8.83,9.75,10.68,11.61,12.54,13.48,14.41,15.35,,
18,0.79,1.58,2.37,3.24,4.12,5.02,5.91,6.82,7.73,8.64,9.56,10.48,11.41,12.34,13.27,14.20,15.13,16.07,
19,0.47,1.19,1.96,2.76,3.58,4.42,5.27,6.13,7.00,7.88,8.77,9.66,10.55,11.45,12.35,13.26,14.17,15.08,16.00
